id,trial_id,session_id,goal_choice,reaction_time_ms,trial_name,global_trial_name,repeat_instance_index,symmetry_transform
975,16479,463,green,1395.0,L12,L12,0,7
941,16381,464,green,2434.0,L12,L12,0,0
1224,17088,469,green,811.0,L12,L12,0,5
1603,17964,472,green,2031.0,L12,L12,0,0
1368,17464,474,red,1799.0,L12,L12,0,2
1257,17185,478,red,890.0,L12,L12,0,6
1116,16833,480,red,1300.0,L12,L12,0,0
1701,18203,481,red,1519.0,L12,L12,0,1
1911,18702,482,red,921.0,L12,L12,0,2
1184,17006,486,green,1146.0,L12,L12,0,6
1765,18340,487,green,1135.0,L12,L12,0,7
1255,17171,488,green,1572.0,L12,L12,0,0
1569,17920,489,green,328.0,L12,L12,0,1
1787,18397,491,red,538.0,L12,L12,0,3
1852,18550,497,green,521.0,L12,L12,0,1
2251,19497,501,green,779.0,L12,L12,0,5
2108,19165,502,red,1135.0,L12,L12,0,6
1742,18293,505,red,913.0,L12,L12,0,1
2216,19409,506,green,1410.0,L12,L12,0,2
2236,19466,508,green,687.0,L12,L12,0,4
2376,19805,510,green,1317.0,L12,L12,0,6
2470,20035,515,green,2096.0,L12,L12,0,3
2438,19954,516,green,1201.0,L12,L12,0,3
2490,20093,517,green,2296.0,L12,L12,0,7
2689,20547,519,red,1551.0,L12,L12,0,7
2604,20336,521,green,2304.0,L12,L12,0,2
2672,20501,522,green,784.0,L12,L12,0,3
2693,20556,524,green,1631.0,L12,L12,0,5
2906,21066,526,red,959.0,L12,L12,0,6
2776,20760,531,green,2202.0,L12,L12,0,0
2983,21245,532,red,1216.0,L12,L12,0,1
2815,20848,533,green,1649.0,L12,L12,0,2
2793,20802,534,green,664.0,L12,L12,0,3
3029,21366,538,green,3329.0,L12,L12,0,7
3147,21639,540,green,1847.0,L12,L12,0,1
3122,21588,541,green,2766.0,L12,L12,0,2
3301,22011,544,green,673.0,L12,L12,0,3
3446,22363,546,green,1657.0,L12,L12,0,5
3391,22227,548,green,1596.0,L12,L12,0,7
3447,22367,550,red,685.0,L12,L12,0,1
3556,22613,552,red,595.0,L12,L12,0,3
