id,trial_id,session_id,goal_choice,reaction_time_ms,trial_name,global_trial_name,repeat_instance_index,symmetry_transform
942,16383,463,red,1423.0,L13,L13,0,6
981,16489,464,red,2083.0,L13,L13,0,7
1059,16685,469,green,979.0,L13,L13,0,4
1358,17441,471,red,3060.0,L13,L13,0,6
1877,18616,472,green,1726.0,L13,L13,0,7
1245,17147,474,red,900.0,L13,L13,0,1
1122,16848,478,green,2611.0,L13,L13,0,5
1177,16988,480,red,1162.0,L13,L13,0,7
1504,17782,481,red,941.0,L13,L13,0,0
1231,17111,482,red,1307.0,L13,L13,0,1
1604,17983,483,green,1172.0,L13,L13,0,2
1666,18125,485,green,1365.0,L13,L13,0,4
1760,18341,486,red,1757.0,L13,L13,0,5
1508,17788,488,red,1186.0,L13,L13,0,7
1200,17035,489,red,1286.0,L13,L13,0,0
1416,17572,491,green,923.0,L13,L13,0,2
1891,18638,501,green,1579.0,L13,L13,0,4
2116,19184,502,green,1447.0,L13,L13,0,5
1731,18270,505,green,787.0,L13,L13,0,0
2284,19582,506,green,2770.0,L13,L13,0,1
1963,18848,508,red,1229.0,L13,L13,0,3
2295,19605,509,red,1679.0,L13,L13,0,4
2362,19771,510,green,2224.0,L13,L13,0,5
2408,19883,515,green,1040.0,L13,L13,0,2
2396,19860,516,green,1451.0,L13,L13,0,2
2673,20502,517,green,1119.0,L13,L13,0,6
2601,20331,519,green,909.0,L13,L13,0,6
2585,20295,521,green,1322.0,L13,L13,0,1
2659,20472,522,green,843.0,L13,L13,0,2
2702,20577,524,green,600.0,L13,L13,0,4
2855,20931,526,green,1224.0,L13,L13,0,5
2902,21056,531,red,1152.0,L13,L13,0,7
2742,20686,532,red,2233.0,L13,L13,0,0
2761,20733,533,green,1577.0,L13,L13,0,1
2770,20752,534,green,1177.0,L13,L13,0,2
3069,21454,538,green,4668.0,L13,L13,0,6
3142,21627,539,red,1034.0,L13,L13,0,7
3160,21665,541,red,1699.0,L13,L13,0,1
3223,21827,542,red,2039.0,L13,L13,0,7
3297,21996,544,green,1550.0,L13,L13,0,2
3414,22287,546,red,2258.0,L13,L13,0,4
3460,22391,548,green,1057.0,L13,L13,0,6
3513,22515,550,red,1384.0,L13,L13,0,0
3562,22629,554,red,1465.0,L13,L13,0,4
