id,trial_id,session_id,goal_choice,reaction_time_ms,trial_name,global_trial_name,repeat_instance_index,symmetry_transform
963,16448,463,green,1418.0,L1,L1,0,2
948,16403,464,red,2742.0,L1,L1,0,3
1205,17050,469,green,1128.0,L1,L1,0,0
1856,18552,472,green,243.0,L1,L1,0,3
1305,17311,474,green,2152.0,L1,L1,0,5
1187,17009,480,green,884.0,L1,L1,0,3
1715,18239,481,green,889.0,L1,L1,0,4
1694,18188,485,green,1532.0,L1,L1,0,0
1234,17120,486,green,1188.0,L1,L1,0,1
1530,17833,487,green,4021.0,L1,L1,0,2
1266,17201,488,green,1891.0,L1,L1,0,3
1583,17947,489,green,1345.0,L1,L1,0,4
1656,18113,491,green,599.0,L1,L1,0,6
1991,18915,497,green,985.0,L1,L1,0,4
2187,19341,501,green,991.0,L1,L1,0,0
2072,19072,502,green,954.0,L1,L1,0,1
1817,18471,505,red,893.0,L1,L1,0,4
2319,19671,506,green,1686.0,L1,L1,0,5
2007,18944,508,green,1195.0,L1,L1,0,7
2310,19649,509,green,1586.0,L1,L1,0,0
2352,19755,510,green,2359.0,L1,L1,0,1
2079,19090,511,red,795.0,L1,L1,0,2
2394,19848,515,red,3502.0,L1,L1,0,6
2404,19877,516,red,2347.0,L1,L1,0,6
2476,20051,517,green,4181.0,L1,L1,0,2
2519,20161,519,green,2225.0,L1,L1,0,2
2637,20416,521,green,3436.0,L1,L1,0,5
2682,20525,522,green,1116.0,L1,L1,0,6
2695,20561,524,green,870.0,L1,L1,0,0
2794,20803,526,green,1621.0,L1,L1,0,1
2889,21028,531,green,657.0,L1,L1,0,3
2877,20985,532,green,1021.0,L1,L1,0,4
2870,20963,533,green,1250.0,L1,L1,0,5
2968,21208,534,green,1036.0,L1,L1,0,6
3166,21683,537,red,1416.0,L1,L1,0,1
3059,21430,538,green,2933.0,L1,L1,0,2
3114,21570,539,green,1664.0,L1,L1,0,3
3185,21735,540,green,2154.0,L1,L1,0,4
3211,21804,541,green,3597.0,L1,L1,0,5
3207,21793,542,green,2360.0,L1,L1,0,3
3374,22191,548,red,4216.0,L1,L1,0,2
3462,22396,550,green,2218.0,L1,L1,0,4
3573,22650,552,green,1136.0,L1,L1,0,6
3612,22742,554,green,1282.0,L1,L1,0,0
