id,trial_id,session_id,pause_frame,click_bottom_left_x,click_bottom_left_y,ball_x,ball_y,diameters_away,trial_name,reaction_time_ms,global_trial_name,repeat_instance_index,symmetry_transform
86,275,4,88,11.684765625,8.65,10.548328546526578,9.864438085698328,1.6632345286590904,T1A,2647.0,T1A,1,1
96,293,5,88,11.34000015258789,8.75,10.548328546526578,9.864438085698328,1.3670099409655556,T1A,2737.0,T1A,1,1
106,334,7,88,10.79000015258789,10.45,10.548328546526578,9.864438085698328,0.633472904437823,T1A,2446.0,T1A,1,1
130,414,8,88,9.684765625,7.06015625,10.548328546526578,9.864438085698328,2.9342354257051535,T1A,2822.0,T1A,1,1
256,818,10,88,11.740000152587891,7.390000915527343,10.548328546526578,9.864438085698328,2.7464377884482545,T1A,2938.0,T1A,1,1
366,1169,11,88,10.459375,8.15,10.548328546526578,9.864438085698328,1.7167442101642876,T1A,2259.0,T1A,1,1
270,865,13,88,9.159375,7.370312500000001,10.548328546526578,9.864438085698328,2.8547949824188397,T1A,2433.0,T1A,1,1
281,899,14,88,11.11953125,10.65,10.548328546526578,9.864438085698328,0.9712775348254755,T1A,3121.0,T1A,1,1
404,1300,15,88,10.859375,8.4046875,10.548328546526578,9.864438085698328,1.4925219156397693,T1A,3470.0,T1A,1,1
389,1247,16,88,10.4765625,9.26666717529297,10.548328546526578,9.864438085698328,0.6020634740298622,T1A,2429.0,T1A,1,1
435,1398,17,88,10.184765625,8.175,10.548328546526578,9.864438085698328,1.7281143027349117,T1A,1497.0,T1A,1,1
432,1389,18,88,9.740000152587891,11.189999389648438,10.548328546526578,9.864438085698328,1.5525809360472689,T1A,2588.0,T1A,1,1
439,1414,19,88,11.284765625,8.775,10.548328546526578,9.864438085698328,1.31499616467901,T1A,2212.0,T1A,1,1
443,1426,20,88,10.29000015258789,9.05,10.548328546526578,9.864438085698328,0.8544255114115558,T1A,2381.0,T1A,1,1
447,1436,21,88,10.584765625,7.6,10.548328546526578,9.864438085698328,2.2647312212818522,T1A,1953.0,T1A,1,1
468,1506,22,88,11.059375,10.0046875,10.548328546526578,9.864438085698328,0.5299418607920335,T1A,2372.0,T1A,1,1
492,1584,23,88,9.509375,10.5,10.548328546526578,9.864438085698328,1.2179340781630834,T1A,1803.0,T1A,1,1
