id,trial_id,session_id,goal_choice,reaction_time_ms,trial_name,global_trial_name,repeat_instance_index,symmetry_transform
979,16485,463,green,1404.0,L31,L31,0,4
954,16425,464,green,1864.0,L31,L31,0,5
1049,16664,469,green,813.0,L31,L31,0,2
1409,17555,471,green,1419.0,L31,L31,0,4
2143,19256,472,red,2215.0,L31,L31,0,5
1057,16681,474,green,1975.0,L31,L31,0,7
1208,17048,478,green,1540.0,L31,L31,0,3
1477,17722,480,red,2023.0,L31,L31,0,5
1672,18146,481,green,985.0,L31,L31,0,6
1218,17073,482,green,899.0,L31,L31,0,7
1144,16899,483,red,1670.0,L31,L31,0,0
1762,18343,485,green,1127.0,L31,L31,0,2
1728,18266,486,green,1286.0,L31,L31,0,3
2082,19091,487,green,1551.0,L31,L31,0,4
1192,17021,488,green,1795.0,L31,L31,0,5
1330,17365,489,green,1058.0,L31,L31,0,6
1730,18269,491,red,435.0,L31,L31,0,0
1651,18094,497,green,1824.0,L31,L31,0,6
2346,19739,501,green,737.0,L31,L31,0,2
1863,18572,502,green,1287.0,L31,L31,0,3
2023,18960,505,red,671.0,L31,L31,0,6
2118,19188,506,green,1166.0,L31,L31,0,7
2055,19037,508,green,598.0,L31,L31,0,1
2299,19616,509,green,1366.0,L31,L31,0,2
2083,19095,510,green,1848.0,L31,L31,0,3
2323,19684,511,red,702.0,L31,L31,0,4
2488,20088,515,green,1255.0,L31,L31,0,0
2420,19906,516,red,4892.0,L31,L31,0,0
2606,20340,517,red,1343.0,L31,L31,0,4
2561,20241,519,red,1619.0,L31,L31,0,4
2523,20164,521,red,1585.0,L31,L31,0,7
2589,20310,522,green,845.0,L31,L31,0,0
2696,20562,524,red,1330.0,L31,L31,0,2
2981,21240,526,green,1142.0,L31,L31,0,3
2975,21222,531,green,1598.0,L31,L31,0,5
2825,20858,532,red,1391.0,L31,L31,0,6
2740,20685,533,green,1470.0,L31,L31,0,7
2764,20735,534,green,1573.0,L31,L31,0,0
3119,21583,538,red,2493.0,L31,L31,0,4
3174,21707,539,red,775.0,L31,L31,0,5
3094,21511,540,green,1778.0,L31,L31,0,6
3180,21720,541,red,688.0,L31,L31,0,7
3300,22009,542,green,1532.0,L31,L31,0,5
3248,21887,544,green,1207.0,L31,L31,0,0
3349,22119,546,red,1796.0,L31,L31,0,2
3370,22183,548,red,3334.0,L31,L31,0,4
3514,22518,550,red,1861.0,L31,L31,0,6
3620,22761,552,green,549.0,L31,L31,0,0
3601,22715,554,green,624.0,L31,L31,0,2
