id,trial_id,session_id,pause_frame,click_bottom_left_x,click_bottom_left_y,ball_x,ball_y,diameters_away,trial_name,reaction_time_ms,global_trial_name,repeat_instance_index,symmetry_transform
78,254,4,80,10.915234375,9.9,7.841329067766459,10.80263066761188,3.2036909900850303,T21,3598.0,T21,4,7
88,278,5,80,9.609999847412109,7.9,7.841329067766459,10.80263066761188,3.399038263881908,T21,2217.0,T21,4,7
102,324,7,80,5.759999847412109,7.9,7.841329067766459,10.80263066761188,3.571721729931075,T21,3123.0,T21,4,7
128,409,8,80,7.965234375,10.71015625,7.841329067766459,10.80263066761188,0.1546093240179718,T21,2312.0,T21,4,7
244,784,10,80,9.15999984741211,9.890000915527343,7.841329067766459,10.80263066761188,1.6036787987253396,T21,2376.0,T21,4,7
355,1130,11,80,7.890625,11.95,7.841329067766459,10.80263066761188,1.1484278270050479,T21,1741.0,T21,4,7
260,829,13,80,8.840625,11.1703125,7.841329067766459,10.80263066761188,1.064792134666098,T21,2954.0,T21,4,7
273,876,14,80,9.23046875,5.75,7.841329067766459,10.80263066761188,5.240113140004515,T21,2740.0,T21,4,7
395,1269,15,80,10.690625,5.7046875,7.841329067766459,10.80263066761188,5.840163683463268,T21,8598.0,T21,4,7
379,1212,16,80,8.8234375,12.01666717529297,7.841329067766459,10.80263066761188,1.5615446246094669,T21,2792.0,T21,4,7
427,1370,17,80,9.565234375,10.675,7.841329067766459,10.80263066761188,1.7286234684346444,T21,1831.0,T21,4,7
424,1363,18,80,12.65999984741211,10.839999389648437,7.841329067766459,10.80263066761188,4.818815674416014,T21,2871.0,T21,4,7
434,1394,19,80,7.815234374999999,9.175,7.841329067766459,10.80263066761188,1.6278398333808106,T21,2845.0,T21,4,7
437,1410,20,80,9.40999984741211,6.300000000000001,7.841329067766459,10.80263066761188,4.768061549920794,T21,2596.0,T21,4,7
442,1425,21,80,7.265234375,9.6,7.841329067766459,10.80263066761188,1.3334937636578117,T21,3153.0,T21,4,7
466,1501,22,80,6.340624999999999,8.6546875,7.841329067766459,10.80263066761188,2.620261923988011,T21,2900.0,T21,4,7
490,1579,23,80,6.890625,10.0,7.841329067766459,10.80263066761188,1.2442082675576396,T21,2103.0,T21,4,7
