id,trial_id,session_id,goal_choice,reaction_time_ms,trial_name,global_trial_name,repeat_instance_index,symmetry_transform
949,16411,463,red,1504.0,L6,L6,0,6
1011,16553,464,red,2035.0,L6,L6,0,7
1087,16763,469,green,945.0,L6,L6,0,4
1392,17523,471,green,1477.0,L6,L6,0,6
1361,17276,472,red,1152.0,L6,L6,0,7
1113,16831,474,red,1200.0,L6,L6,0,1
1269,17209,478,red,2094.0,L6,L6,0,5
1774,18363,480,green,1820.0,L6,L6,0,7
1516,17808,481,red,2296.0,L6,L6,0,0
1171,16971,482,red,2087.0,L6,L6,0,1
1532,17839,483,red,1461.0,L6,L6,0,2
1959,18833,485,red,1014.0,L6,L6,0,4
1220,17079,486,red,1244.0,L6,L6,0,5
2086,19113,487,green,1956.0,L6,L6,0,6
1601,17984,488,green,1192.0,L6,L6,0,7
1533,17847,491,red,723.0,L6,L6,0,2
2020,18963,502,red,749.0,L6,L6,0,5
2211,19390,508,red,644.0,L6,L6,0,3
2094,19128,510,red,1943.0,L6,L6,0,5
2431,19939,515,red,2469.0,L6,L6,0,2
2485,20073,516,red,1642.0,L6,L6,0,2
2595,20321,519,red,1766.0,L6,L6,0,6
2684,20526,521,green,1257.0,L6,L6,0,1
2669,20495,522,red,985.0,L6,L6,0,2
2538,20201,524,red,674.0,L6,L6,0,4
2964,21199,526,red,1876.0,L6,L6,0,5
2935,21137,531,green,1261.0,L6,L6,0,7
2774,20758,532,red,2687.0,L6,L6,0,0
2749,20704,533,red,1751.0,L6,L6,0,1
3067,21450,537,green,1300.0,L6,L6,0,5
3049,21403,538,red,1669.0,L6,L6,0,6
3138,21616,539,red,2274.0,L6,L6,0,7
3134,21609,540,red,1916.0,L6,L6,0,0
3196,21763,541,red,1752.0,L6,L6,0,1
3237,21858,542,red,4234.0,L6,L6,0,7
3251,21892,544,red,1240.0,L6,L6,0,2
3453,22378,548,green,2902.0,L6,L6,0,6
3535,22566,550,red,1041.0,L6,L6,0,0
3606,22725,552,red,780.0,L6,L6,0,2
3625,22780,554,red,996.0,L6,L6,0,4
