id,trial_id,session_id,goal_choice,reaction_time_ms,trial_name,global_trial_name,repeat_instance_index,symmetry_transform
961,16445,463,green,1524.0,L26,L26,0,7
1005,16545,464,green,2651.0,L26,L26,0,0
1251,17162,469,green,962.0,L26,L26,0,5
1124,16852,471,red,2364.0,L26,L26,0,7
2008,18937,472,green,986.0,L26,L26,0,0
1621,18019,474,green,1396.0,L26,L26,0,2
1322,17347,478,green,1300.0,L26,L26,0,6
1212,17054,480,red,2940.0,L26,L26,0,0
1243,17133,481,green,2209.0,L26,L26,0,1
1481,17729,483,green,2154.0,L26,L26,0,3
1864,18574,485,green,1480.0,L26,L26,0,5
1633,18050,486,red,1017.0,L26,L26,0,6
1846,18534,487,green,1917.0,L26,L26,0,7
1735,18276,488,green,1134.0,L26,L26,0,0
1881,18622,489,red,755.0,L26,L26,0,1
1318,17330,491,green,1550.0,L26,L26,0,3
1736,18284,497,green,1044.0,L26,L26,0,1
1997,18921,502,green,1578.0,L26,L26,0,6
1983,18887,505,green,1230.0,L26,L26,0,1
2070,19066,508,green,1028.0,L26,L26,0,4
2025,18964,510,red,3380.0,L26,L26,0,6
2364,19775,511,green,1045.0,L26,L26,0,7
2400,19864,515,green,4573.0,L26,L26,0,3
2452,19986,516,green,1411.0,L26,L26,0,3
2639,20418,517,green,1590.0,L26,L26,0,7
2516,20148,519,red,3958.0,L26,L26,0,7
2644,20438,521,red,3264.0,L26,L26,0,2
2697,20563,524,green,780.0,L26,L26,0,5
3048,21398,526,green,1572.0,L26,L26,0,6
2878,20983,531,green,1303.0,L26,L26,0,0
2967,21205,532,red,1437.0,L26,L26,0,1
2828,20862,533,green,725.0,L26,L26,0,2
2949,21165,534,green,1610.0,L26,L26,0,3
3052,21412,537,green,2470.0,L26,L26,0,6
3089,21503,538,green,3190.0,L26,L26,0,7
3154,21652,539,green,1867.0,L26,L26,0,0
3182,21731,540,green,2038.0,L26,L26,0,1
3184,21732,541,green,1121.0,L26,L26,0,2
3249,21886,542,green,3207.0,L26,L26,0,0
3243,21873,544,green,1369.0,L26,L26,0,3
3363,22170,546,green,2185.0,L26,L26,0,5
3436,22330,550,green,2457.0,L26,L26,0,1
3595,22693,552,green,1222.0,L26,L26,0,3
3583,22670,554,green,1443.0,L26,L26,0,5
