id,trial_id,session_id,pause_frame,click_bottom_left_x,click_bottom_left_y,ball_x,ball_y,diameters_away,trial_name,reaction_time_ms,global_trial_name,repeat_instance_index,symmetry_transform
2370,16414,463,168,12.25,13.390625,12.149553608606167,11.9268804237846,1.4671869894270624,L19,1552.0,L19,0,2
2423,16543,464,168,12.340625,12.0953125,12.149553608606167,11.9268804237846,0.25471089671901753,L19,3542.0,L19,0,3
2526,16804,469,168,13.309999084472656,11.29000015258789,12.149553608606167,11.9268804237846,1.323725871280982,L19,2260.0,L19,0,0
3048,18035,471,168,10.7,15.040625,12.149553608606167,11.9268804237846,3.4346194767592513,L19,3669.0,L19,0,2
3592,19316,472,168,11.745833206176759,10.942361068725585,12.149553608606167,11.9268804237846,1.0640810701368486,L19,2285.0,L19,0,3
3026,17982,474,168,11.73515625,10.640625,12.149553608606167,11.9268804237846,1.3513616044697538,L19,2476.0,L19,0,5
2579,16942,478,168,11.709375,12.5875,12.149553608606167,11.9268804237846,0.7938358973701543,L19,2608.0,L19,0,1
2911,17754,480,168,11.990625,7.9453125,12.149553608606167,11.9268804237846,3.984738565369615,L19,2693.0,L19,0,3
2766,17410,481,168,11.625,14.384765625,12.149553608606167,11.9268804237846,2.5132361907818024,L19,3342.0,L19,0,4
3109,18181,482,168,14.234062194824219,10.359999847412109,12.149553608606167,11.9268804237846,2.6077367172761456,L19,3025.0,L19,0,5
2739,17336,483,168,10.740000152587891,14.710000610351562,12.149553608606167,11.9268804237846,3.119711351751888,L19,2738.0,L19,0,6
2747,17362,485,168,13.8,14.209375,12.149553608606167,11.9268804237846,2.8166921701381655,L19,2657.0,L19,0,0
3445,18974,487,168,11.316667175292968,11.2734375,12.149553608606167,11.9268804237846,1.0586252714919226,L19,3979.0,L19,0,2
3037,18012,488,168,10.790625,13.6453125,12.149553608606167,11.9268804237846,2.1908207968371722,L19,3018.0,L19,0,3
2885,17683,489,168,8.9796875,13.009375,12.149553608606167,11.9268804237846,3.3496038055307022,L19,3708.0,L19,0,4
2658,17131,491,168,10.109375,8.25,12.149553608606167,11.9268804237846,4.204970678354917,L19,2340.0,L19,0,6
3345,18736,497,168,7.042578125,15.034765625,12.149553608606167,11.9268804237846,5.978306533968306,L19,2131.0,L19,0,4
3555,19236,501,168,8.6453125,14.959375,12.149553608606167,11.9268804237846,4.634191310468441,L19,2012.0,L19,0,0
3258,18519,502,168,9.84553565979004,13.2265625,12.149553608606167,11.9268804237846,2.6453113630917726,L19,2726.0,L19,0,1
3370,18809,506,168,13.18984375,13.865234375,12.149553608606167,11.9268804237846,2.199868091153094,L19,2449.0,L19,0,5
3698,19571,508,168,12.009999847412109,13.040000915527344,12.149553608606167,11.9268804237846,1.1218344269102363,L19,1581.0,L19,0,7
3762,19737,509,168,12.65,11.809375,12.149553608606167,11.9268804237846,0.5140565292629867,L19,3196.0,L19,0,0
3660,19470,510,168,11.109375,14.2046875,12.149553608606167,11.9268804237846,2.5040720066042064,L19,3943.0,L19,0,1
3674,19510,511,168,11.489999389648437,11.55999984741211,12.149553608606167,11.9268804237846,0.7547271858521802,L19,4229.0,L19,0,2
3863,19968,515,168,10.009375,12.3421875,12.149553608606167,11.9268804237846,2.180101934380595,L19,2523.0,L19,0,6
3819,19873,516,168,15.04000015258789,9.559999084472656,12.149553608606167,11.9268804237846,3.735881221077429,L19,3193.0,L19,0,6
