id,trial_id,session_id,goal_choice,reaction_time_ms,trial_name,global_trial_name,repeat_instance_index,symmetry_transform
958,16433,463,green,1619.0,L10,L10,0,5
1002,16536,464,green,1768.0,L10,L10,0,6
1173,16980,469,green,604.0,L10,L10,0,3
1551,17884,471,green,1305.0,L10,L10,0,5
2102,19146,472,green,2724.0,L10,L10,0,6
1579,17932,474,red,1049.0,L10,L10,0,0
1514,17801,478,green,2345.0,L10,L10,0,4
1549,17864,480,green,942.0,L10,L10,0,6
1336,17379,481,green,1059.0,L10,L10,0,7
1242,17135,482,red,1493.0,L10,L10,0,0
1775,18364,483,green,1258.0,L10,L10,0,1
1708,18219,485,red,1673.0,L10,L10,0,3
1470,17695,486,green,2237.0,L10,L10,0,4
1616,18004,487,green,2162.0,L10,L10,0,5
1648,18083,488,red,1439.0,L10,L10,0,6
1929,18737,489,green,63.0,L10,L10,0,7
1436,17619,491,green,702.0,L10,L10,0,1
1586,17951,497,red,1501.0,L10,L10,0,7
2042,19009,501,green,2152.0,L10,L10,0,3
1555,17892,502,green,2464.0,L10,L10,0,4
2174,19323,505,green,740.0,L10,L10,0,7
1952,18814,508,green,890.0,L10,L10,0,2
2305,19633,510,green,1913.0,L10,L10,0,4
2093,19122,511,red,1611.0,L10,L10,0,5
2451,19980,515,red,1441.0,L10,L10,0,1
2440,19957,516,green,1264.0,L10,L10,0,1
2648,20442,517,red,1384.0,L10,L10,0,5
2615,20365,519,red,1350.0,L10,L10,0,5
2681,20519,521,red,1601.0,L10,L10,0,0
2661,20478,522,green,818.0,L10,L10,0,1
2529,20178,524,green,1253.0,L10,L10,0,3
2876,20982,526,green,791.0,L10,L10,0,4
2832,20872,531,green,1465.0,L10,L10,0,6
2885,21009,533,green,1781.0,L10,L10,0,0
2812,20841,534,red,1187.0,L10,L10,0,1
3135,21608,537,red,1981.0,L10,L10,0,4
3026,21358,538,red,1956.0,L10,L10,0,5
3132,21606,539,green,1805.0,L10,L10,0,6
3121,21587,540,green,2916.0,L10,L10,0,7
3137,21615,541,green,2151.0,L10,L10,0,0
3214,21811,542,red,2517.0,L10,L10,0,6
3275,21940,544,red,1202.0,L10,L10,0,1
3344,22107,546,green,2782.0,L10,L10,0,3
3421,22301,548,red,1428.0,L10,L10,0,5
3392,22228,550,red,1578.0,L10,L10,0,7
3602,22717,552,red,630.0,L10,L10,0,1
3586,22677,554,green,922.0,L10,L10,0,3
