id,trial_id,session_id,goal_choice,reaction_time_ms,trial_name,global_trial_name,repeat_instance_index,symmetry_transform
945,16392,463,green,1649.0,L24,L24,0,0
964,16451,464,green,3286.0,L24,L24,0,1
1337,17392,469,red,980.0,L24,L24,0,6
1246,17139,471,red,4271.0,L24,L24,0,0
1814,18448,472,green,1943.0,L24,L24,0,1
1453,17655,474,green,2688.0,L24,L24,0,3
1594,17969,478,red,923.0,L24,L24,0,7
1673,18142,480,green,2041.0,L24,L24,0,1
1359,17436,481,green,2845.0,L24,L24,0,2
1425,17596,482,red,1077.0,L24,L24,0,3
1590,17954,483,green,1806.0,L24,L24,0,4
1718,18246,485,red,1543.0,L24,L24,0,6
1559,17902,486,red,890.0,L24,L24,0,7
1374,17471,487,red,1894.0,L24,L24,0,0
1351,17423,488,red,1078.0,L24,L24,0,1
1909,18695,489,green,894.0,L24,L24,0,2
1343,17406,491,red,704.0,L24,L24,0,4
1807,18446,497,red,775.0,L24,L24,0,2
2066,19063,501,red,1643.0,L24,L24,0,6
1898,18659,502,red,1925.0,L24,L24,0,7
2081,19092,505,red,835.0,L24,L24,0,2
2300,19614,506,red,3254.0,L24,L24,0,3
1999,18924,508,red,2710.0,L24,L24,0,5
1965,18851,509,green,2807.0,L24,L24,0,6
2062,19052,510,red,2414.0,L24,L24,0,7
2343,19729,511,green,1666.0,L24,L24,0,0
2391,19839,515,red,1741.0,L24,L24,0,4
2486,20082,516,green,1543.0,L24,L24,0,4
2547,20220,517,green,3178.0,L24,L24,0,0
2654,20459,519,red,1207.0,L24,L24,0,0
2566,20249,521,red,3779.0,L24,L24,0,3
2640,20420,522,red,909.0,L24,L24,0,4
2692,20554,524,green,658.0,L24,L24,0,6
2729,20659,526,red,1437.0,L24,L24,0,7
2990,21267,531,green,1525.0,L24,L24,0,1
2926,21119,532,red,864.0,L24,L24,0,2
2801,20811,533,green,1334.0,L24,L24,0,3
2868,20955,534,green,1967.0,L24,L24,0,4
3101,21538,537,red,1715.0,L24,L24,0,7
3012,21331,538,red,3927.0,L24,L24,0,0
3183,21733,539,green,1053.0,L24,L24,0,1
3176,21711,540,green,3424.0,L24,L24,0,2
3140,21621,541,green,2068.0,L24,L24,0,3
3269,21925,542,red,1874.0,L24,L24,0,1
3227,21834,544,green,1595.0,L24,L24,0,4
3403,22248,546,red,1287.0,L24,L24,0,6
3426,22313,548,red,3001.0,L24,L24,0,0
3501,22487,550,red,1710.0,L24,L24,0,2
3589,22682,552,red,1125.0,L24,L24,0,4
3565,22635,554,green,2530.0,L24,L24,0,6
