id,trial_id,session_id,goal_choice,reaction_time_ms,trial_name,global_trial_name,repeat_instance_index,symmetry_transform
988,16503,463,red,1252.0,L29,L29,0,6
998,16527,464,red,1430.0,L29,L29,0,7
1130,16876,469,green,885.0,L29,L29,0,4
1181,16994,471,green,1800.0,L29,L29,0,6
2091,19114,472,green,1663.0,L29,L29,0,7
1396,17529,474,red,881.0,L29,L29,0,1
1502,17778,478,green,998.0,L29,L29,0,5
1637,18059,481,green,1032.0,L29,L29,0,0
1362,17450,482,red,1152.0,L29,L29,0,1
1755,18322,483,green,957.0,L29,L29,0,2
1746,18303,485,red,1321.0,L29,L29,0,4
1658,18110,486,red,1712.0,L29,L29,0,5
1534,17846,488,green,481.0,L29,L29,0,7
1222,17078,489,green,1669.0,L29,L29,0,0
1717,18241,491,red,542.0,L29,L29,0,2
1770,18359,497,red,621.0,L29,L29,0,0
2272,19544,501,red,1157.0,L29,L29,0,4
1609,17989,502,green,1698.0,L29,L29,0,5
2054,19030,505,green,1858.0,L29,L29,0,0
2226,19437,506,green,2187.0,L29,L29,0,1
1974,18870,508,green,662.0,L29,L29,0,3
2337,19723,509,green,424.0,L29,L29,0,4
2206,19373,510,green,1773.0,L29,L29,0,5
2112,19173,511,red,974.0,L29,L29,0,6
2453,19987,515,red,1777.0,L29,L29,0,2
2459,20004,516,red,1018.0,L29,L29,0,2
2616,20370,517,green,1168.0,L29,L29,0,6
2687,20539,519,green,856.0,L29,L29,0,6
2641,20422,521,red,2070.0,L29,L29,0,1
2650,20450,522,red,664.0,L29,L29,0,2
2694,20560,524,green,292.0,L29,L29,0,4
3024,21359,526,green,1216.0,L29,L29,0,5
2884,21007,531,red,532.0,L29,L29,0,7
2956,21182,532,red,1228.0,L29,L29,0,0
2728,20653,533,red,2181.0,L29,L29,0,1
2854,20930,534,green,1559.0,L29,L29,0,2
3073,21462,537,green,4051.0,L29,L29,0,5
3086,21497,538,red,2451.0,L29,L29,0,6
3164,21678,539,green,1046.0,L29,L29,0,7
3129,21600,541,red,1746.0,L29,L29,0,1
3258,21907,542,green,2138.0,L29,L29,0,7
3282,21964,544,green,1352.0,L29,L29,0,2
3340,22099,546,red,2401.0,L29,L29,0,4
3387,22214,548,red,2422.0,L29,L29,0,6
3531,22557,550,red,2349.0,L29,L29,0,0
3578,22659,552,red,2126.0,L29,L29,0,2
3599,22709,554,green,526.0,L29,L29,0,4
