id,trial_id,session_id,goal_choice,reaction_time_ms,trial_name,global_trial_name,repeat_instance_index,symmetry_transform
994,16512,463,red,1137.0,L7,L7,0,5
983,16491,464,green,2136.0,L7,L7,0,6
1066,16712,469,green,1570.0,L7,L7,0,3
1566,17912,471,red,1882.0,L7,L7,0,5
1626,18023,472,red,396.0,L7,L7,0,6
1496,17773,474,red,755.0,L7,L7,0,0
1335,17376,478,red,2437.0,L7,L7,0,4
1610,17996,480,red,1697.0,L7,L7,0,6
1153,16931,481,red,983.0,L7,L7,0,7
1900,18665,482,red,1500.0,L7,L7,0,0
1363,17454,483,green,1647.0,L7,L7,0,1
1553,17888,485,red,1954.0,L7,L7,0,3
1511,17805,486,red,1226.0,L7,L7,0,4
1473,17710,487,green,3309.0,L7,L7,0,5
1545,17876,488,red,1100.0,L7,L7,0,6
1595,17973,489,red,1181.0,L7,L7,0,7
1378,17481,491,red,831.0,L7,L7,0,1
1797,18428,497,red,541.0,L7,L7,0,7
1786,18398,502,red,1223.0,L7,L7,0,4
1925,18734,505,red,1108.0,L7,L7,0,7
2036,19003,506,green,4042.0,L7,L7,0,0
2164,19293,508,green,783.0,L7,L7,0,2
2095,19131,509,red,2433.0,L7,L7,0,3
2369,19792,510,red,2049.0,L7,L7,0,4
2353,19756,511,red,863.0,L7,L7,0,5
2520,20163,515,red,1094.0,L7,L7,0,1
2445,19970,516,red,1165.0,L7,L7,0,1
2642,20425,517,red,1344.0,L7,L7,0,5
2631,20402,519,red,966.0,L7,L7,0,5
2656,20469,521,red,1867.0,L7,L7,0,0
2652,20456,522,red,680.0,L7,L7,0,1
2551,20225,524,green,1346.0,L7,L7,0,3
2874,20974,526,green,897.0,L7,L7,0,4
2817,20850,531,red,766.0,L7,L7,0,6
2787,20790,532,red,732.0,L7,L7,0,7
2901,21054,533,red,2300.0,L7,L7,0,0
2928,21126,534,red,1868.0,L7,L7,0,1
3126,21591,537,red,1358.0,L7,L7,0,4
3020,21346,538,red,3206.0,L7,L7,0,5
3113,21563,539,red,590.0,L7,L7,0,6
3118,21584,541,red,1717.0,L7,L7,0,0
3284,21968,542,red,1752.0,L7,L7,0,6
3252,21897,544,red,1473.0,L7,L7,0,1
3406,22263,546,red,1932.0,L7,L7,0,3
3481,22430,548,red,1423.0,L7,L7,0,5
3524,22544,550,red,2741.0,L7,L7,0,7
3592,22687,552,red,1393.0,L7,L7,0,1
3596,22695,554,red,804.0,L7,L7,0,3
