id,trial_id,session_id,pause_frame,click_bottom_left_x,click_bottom_left_y,ball_x,ball_y,diameters_away,trial_name,reaction_time_ms,global_trial_name,repeat_instance_index,symmetry_transform
22,59,4,220,6.1,8.615234375,11.110384587964042,16.364662905274432,9.22808735682205,T2A,6013.0,T2A,0,5
36,100,5,220,7.699999999999999,11.609999847412109,11.110384587964042,16.364662905274432,5.851285656300106,T2A,2201.0,T2A,0,5
49,153,7,220,6.5,14.609999847412109,11.110384587964042,16.364662905274432,4.932999948871186,T2A,1879.0,T2A,0,5
114,361,8,220,9.23984375,11.765234375,11.110384587964042,16.364662905274432,4.965245797701624,T2A,4031.0,T2A,0,5
170,538,10,220,12.709999084472656,17.00999984741211,11.110384587964042,16.364662905274432,1.7248844327456017,T2A,2340.0,T2A,0,5
242,774,11,220,5.95,12.940625,11.110384587964042,16.364662905274432,6.193028715616692,T2A,1809.0,T2A,0,5
178,561,13,220,11.1796875,13.340625,11.110384587964042,16.364662905274432,3.024831920314456,T2A,2773.0,T2A,0,5
195,617,14,220,12.45,12.38046875,11.110384587964042,16.364662905274432,4.203376323752991,T2A,3891.0,T2A,0,5
282,903,15,220,6.2953125,16.590625,11.110384587964042,16.364662905274432,4.8203711558907125,T2A,2668.0,T2A,0,5
275,884,16,220,7.133332824707031,11.6234375,11.110384587964042,16.364662905274432,6.188389052996379,T2A,3441.0,T2A,0,5
313,1001,17,220,13.825,14.965234375,11.110384587964042,16.364662905274432,3.0541016758793758,T2A,2380.0,T2A,0,5
322,1025,18,220,5.8600006103515625,14.359999847412109,11.110384587964042,16.364662905274432,5.620071697756868,T2A,2770.0,T2A,0,5
350,1109,19,220,8.075,11.115234375,11.110384587964042,16.364662905274432,6.063832079742053,T2A,2662.0,T2A,0,5
356,1128,20,220,7.3,13.65999984741211,11.110384587964042,16.364662905274432,4.672711521671231,T2A,2287.0,T2A,0,5
363,1158,21,220,6.4,10.865234375,11.110384587964042,16.364662905274432,7.240955539576636,T2A,1522.0,T2A,0,5
452,1453,22,220,5.2453125,17.740625,11.110384587964042,16.364662905274432,6.024312598391327,T2A,2523.0,T2A,0,5
476,1531,23,220,10.7,12.390625,11.110384587964042,16.364662905274432,3.995171183140519,T2A,2369.0,T2A,0,5
