id,trial_id,session_id,goal_choice,reaction_time_ms,trial_name,global_trial_name,repeat_instance_index,symmetry_transform
952,16422,463,red,1645.0,L21,L21,0,3
973,16472,464,green,2319.0,L21,L21,0,4
1072,16722,469,red,1366.0,L21,L21,0,1
1535,17849,471,green,1835.0,L21,L21,0,3
1957,18820,472,green,237.0,L21,L21,0,4
1166,16956,474,red,1878.0,L21,L21,0,6
1050,16665,478,red,1956.0,L21,L21,0,2
1389,17514,480,red,1003.0,L21,L21,0,4
1316,17324,482,green,819.0,L21,L21,0,6
1112,16825,483,green,1557.0,L21,L21,0,7
1287,17251,485,red,1410.0,L21,L21,0,1
1500,17774,486,red,1259.0,L21,L21,0,2
1947,18802,487,green,829.0,L21,L21,0,3
1456,17666,488,green,689.0,L21,L21,0,4
1611,17997,489,red,1320.0,L21,L21,0,5
1479,17735,491,red,1290.0,L21,L21,0,7
1499,17771,497,red,2457.0,L21,L21,0,5
2313,19655,501,green,1535.0,L21,L21,0,1
1764,18342,502,red,1669.0,L21,L21,0,2
1913,18709,505,green,1395.0,L21,L21,0,5
1975,18871,506,red,2196.0,L21,L21,0,6
1854,18556,508,green,1036.0,L21,L21,0,0
2306,19634,509,red,2198.0,L21,L21,0,1
2359,19765,510,green,1892.0,L21,L21,0,2
2264,19526,511,red,2122.0,L21,L21,0,3
2495,20115,515,red,1443.0,L21,L21,0,7
2412,19887,516,green,1368.0,L21,L21,0,7
2583,20292,517,green,2695.0,L21,L21,0,3
2593,20313,519,green,1063.0,L21,L21,0,3
2614,20364,521,green,966.0,L21,L21,0,6
2662,20482,522,green,696.0,L21,L21,0,7
2707,20595,524,red,1727.0,L21,L21,0,1
3015,21337,526,red,830.0,L21,L21,0,2
2850,20913,531,green,2274.0,L21,L21,0,4
2872,20964,532,red,1453.0,L21,L21,0,5
2777,20771,533,red,1995.0,L21,L21,0,6
2757,20726,534,red,2150.0,L21,L21,0,7
3130,21599,537,red,3134.0,L21,L21,0,2
3076,21466,538,green,1349.0,L21,L21,0,3
3177,21714,539,red,1271.0,L21,L21,0,4
3131,21605,540,green,1618.0,L21,L21,0,5
3100,21537,541,green,1946.0,L21,L21,0,6
3232,21846,542,red,1659.0,L21,L21,0,4
3262,21913,544,green,986.0,L21,L21,0,7
3449,22371,546,red,1135.0,L21,L21,0,1
3445,22366,548,green,1145.0,L21,L21,0,3
3478,22423,550,red,1825.0,L21,L21,0,5
3637,22808,554,red,1976.0,L21,L21,0,1
