id,trial_id,session_id,pause_frame,click_bottom_left_x,click_bottom_left_y,ball_x,ball_y,diameters_away,trial_name,reaction_time_ms,global_trial_name,repeat_instance_index,symmetry_transform
13,33,4,84,11.815234375,5.8,7.162662420845509,7.025189167498624,4.811186369778343,T14,9596.0,T14,0,3
19,54,5,84,9.45999984741211,6.0,7.162662420845509,7.025189167498624,2.5157050861856156,T14,2588.0,T14,0,3
30,87,7,84,8.95999984741211,6.35,7.162662420845509,7.025189167498624,1.9199745406761357,T14,2335.0,T14,0,3
109,345,8,84,8.815234375,7.889843750000001,7.162662420845509,7.025189167498624,1.8651063269150694,T14,2119.0,T14,0,3
146,467,10,84,14.45999984741211,4.359999084472657,7.162662420845509,7.025189167498624,7.768807610941954,T14,3307.0,T14,0,3
206,666,11,84,8.140625,7.699999999999999,7.162662420845509,7.025189167498624,1.188183683563995,T14,2627.0,T14,0,3
153,493,13,84,8.940625,5.8296875,7.162662420845509,7.025189167498624,2.1425160839222848,T14,2926.0,T14,0,3
172,539,14,84,9.88046875,6.65,7.162662420845509,7.025189167498624,2.743581264369715,T14,3957.0,T14,0,3
254,812,15,84,13.640625,5.6953125,7.162662420845509,7.025189167498624,6.613060647512857,T14,3772.0,T14,0,3
247,793,16,84,11.5234375,6.033332824707031,7.162662420845509,7.025189167498624,4.4721514169033645,T14,2957.0,T14,0,3
279,897,17,84,12.915234375,13.725,7.162662420845509,7.025189167498624,8.830602996343318,T14,3630.0,T14,0,3
285,914,18,84,8.95999984741211,9.410000610351563,7.162662420845509,7.025189167498624,2.9862597748520425,T14,3155.0,T14,0,3
306,988,19,84,8.315234375,7.125,7.162662420845509,7.025189167498624,1.1568856087738835,T14,3046.0,T14,0,3
312,1005,20,84,11.259999847412109,5.9,7.162662420845509,7.025189167498624,4.249026317852086,T14,2434.0,T14,0,3
323,1031,21,84,9.515234375,5.75,7.162662420845509,7.025189167498624,2.675948843378759,T14,2501.0,T14,0,3
446,1433,22,84,7.290625,8.6953125,7.162662420845509,7.025189167498624,1.6750183185354635,T14,5153.0,T14,0,3
471,1515,23,84,7.140625,8.65,7.162662420845509,7.025189167498624,1.6249602731548047,T14,2503.0,T14,0,3
