id,trial_id,session_id,goal_choice,reaction_time_ms,trial_name,global_trial_name,repeat_instance_index,symmetry_transform
980,16488,463,green,596.0,L9,L9,0,5
956,16428,464,green,1381.0,L9,L9,0,6
1019,16596,469,green,1165.0,L9,L9,0,3
1161,16935,471,red,4880.0,L9,L9,0,5
1707,18204,472,red,1299.0,L9,L9,0,6
1048,16660,474,green,958.0,L9,L9,0,0
1462,17676,478,red,1403.0,L9,L9,0,4
1806,18439,480,green,1276.0,L9,L9,0,6
1619,18015,481,red,1313.0,L9,L9,0,7
1557,17897,482,green,2410.0,L9,L9,0,0
1148,16919,483,green,2057.0,L9,L9,0,1
1540,17856,485,green,2749.0,L9,L9,0,3
1449,17640,486,red,1213.0,L9,L9,0,4
1639,18064,487,green,2639.0,L9,L9,0,5
1493,17760,488,green,1115.0,L9,L9,0,6
1805,18436,489,red,1625.0,L9,L9,0,7
1463,17679,491,green,546.0,L9,L9,0,1
1885,18630,497,green,2285.0,L9,L9,0,7
2350,19749,501,red,1002.0,L9,L9,0,3
1699,18199,502,green,1464.0,L9,L9,0,4
2140,19248,505,green,1144.0,L9,L9,0,7
1985,18889,508,green,886.0,L9,L9,0,2
2328,19701,509,red,1027.0,L9,L9,0,3
2134,19225,511,green,1528.0,L9,L9,0,5
2480,20053,516,green,1272.0,L9,L9,0,1
2598,20325,517,green,2303.0,L9,L9,0,5
2584,20291,519,red,3611.0,L9,L9,0,5
2655,20463,521,green,1768.0,L9,L9,0,0
2563,20244,522,red,2486.0,L9,L9,0,1
2701,20576,524,green,553.0,L9,L9,0,3
2807,20832,526,green,2035.0,L9,L9,0,4
2938,21141,532,green,1046.0,L9,L9,0,7
2796,20805,533,green,1460.0,L9,L9,0,0
2818,20849,534,red,1429.0,L9,L9,0,1
2995,21277,537,red,3817.0,L9,L9,0,4
3110,21555,538,red,3054.0,L9,L9,0,5
3128,21597,539,red,1190.0,L9,L9,0,6
3141,21625,540,green,3742.0,L9,L9,0,7
3112,21560,541,green,2976.0,L9,L9,0,0
3217,21816,542,green,1844.0,L9,L9,0,6
3288,21972,544,green,1482.0,L9,L9,0,1
3433,22324,546,red,1944.0,L9,L9,0,3
3457,22385,548,red,2265.0,L9,L9,0,5
3491,22448,550,red,4422.0,L9,L9,0,7
3615,22752,552,red,757.0,L9,L9,0,1
3604,22721,554,green,867.0,L9,L9,0,3
