id,trial_id,session_id,goal_choice,reaction_time_ms,trial_name,global_trial_name,repeat_instance_index,symmetry_transform
969,16464,463,red,614.0,L28,L28,0,6
1006,16546,464,red,2153.0,L28,L28,0,7
1045,16655,469,red,1266.0,L28,L28,0,4
2033,18987,472,green,1091.0,L28,L28,0,7
1209,17051,474,red,1197.0,L28,L28,0,1
1284,17237,478,green,2175.0,L28,L28,0,5
1466,17691,480,green,873.0,L28,L28,0,7
1588,17953,481,green,1994.0,L28,L28,0,0
1292,17266,482,green,2973.0,L28,L28,0,1
1203,17039,483,green,1779.0,L28,L28,0,2
1598,17975,485,green,1607.0,L28,L28,0,4
1149,16922,486,red,1533.0,L28,L28,0,5
1401,17522,487,red,2255.0,L28,L28,0,6
1695,18190,488,red,844.0,L28,L28,0,7
1832,18492,489,green,772.0,L28,L28,0,0
1690,18185,491,red,603.0,L28,L28,0,2
1967,18862,497,red,1044.0,L28,L28,0,0
2002,18928,501,green,836.0,L28,L28,0,4
1890,18633,502,red,1642.0,L28,L28,0,5
2125,19206,505,green,702.0,L28,L28,0,0
2220,19423,508,green,670.0,L28,L28,0,3
2217,19404,509,red,1441.0,L28,L28,0,4
2190,19344,511,red,1114.0,L28,L28,0,6
2403,19875,515,green,1305.0,L28,L28,0,2
2450,19979,516,red,2017.0,L28,L28,0,2
2494,20103,517,red,2358.0,L28,L28,0,6
2496,20112,519,green,2992.0,L28,L28,0,6
2506,20128,521,green,4840.0,L28,L28,0,1
2556,20236,522,red,2541.0,L28,L28,0,2
2710,20600,524,red,1758.0,L28,L28,0,4
2971,21213,526,green,1766.0,L28,L28,0,5
2768,20740,531,red,2514.0,L28,L28,0,7
2847,20906,532,green,1124.0,L28,L28,0,0
2788,20794,533,red,1499.0,L28,L28,0,1
2783,20783,534,red,1268.0,L28,L28,0,2
3081,21474,537,green,4255.0,L28,L28,0,5
3034,21375,538,green,2585.0,L28,L28,0,6
3080,21469,539,green,1068.0,L28,L28,0,7
3173,21703,541,red,3326.0,L28,L28,0,1
3298,22002,542,green,1472.0,L28,L28,0,7
3294,21989,544,green,1202.0,L28,L28,0,2
3347,22118,546,red,2546.0,L28,L28,0,4
3485,22441,548,green,1541.0,L28,L28,0,6
3507,22507,550,green,2309.0,L28,L28,0,0
3582,22668,552,red,1504.0,L28,L28,0,2
3616,22753,554,red,951.0,L28,L28,0,4
