id,trial_id,session_id,goal_choice,reaction_time_ms,trial_name,global_trial_name,repeat_instance_index,symmetry_transform
932,16365,463,red,1714.0,L32,L32,0,1
984,16496,464,green,3744.0,L32,L32,0,2
1325,17360,469,green,2731.0,L32,L32,0,7
1546,17879,474,green,1440.0,L32,L32,0,4
1098,16780,478,red,1572.0,L32,L32,0,0
1580,17935,480,green,1686.0,L32,L32,0,2
1250,17163,481,green,1009.0,L32,L32,0,3
1433,17615,483,green,1838.0,L32,L32,0,5
1584,17948,485,red,3203.0,L32,L32,0,7
1265,17200,486,red,990.0,L32,L32,0,0
1795,18417,488,green,1518.0,L32,L32,0,2
1451,17653,489,red,1410.0,L32,L32,0,3
1796,18425,491,red,837.0,L32,L32,0,5
1789,18403,497,red,1672.0,L32,L32,0,3
1635,18062,502,green,1401.0,L32,L32,0,0
1883,18627,505,red,2496.0,L32,L32,0,3
2097,19141,508,green,951.0,L32,L32,0,6
2349,19752,509,red,1276.0,L32,L32,0,7
2256,19505,510,green,2675.0,L32,L32,0,0
2358,19764,511,red,1417.0,L32,L32,0,1
2477,20043,515,green,2097.0,L32,L32,0,5
2405,19880,516,red,1300.0,L32,L32,0,5
2676,20509,517,red,1070.0,L32,L32,0,1
2619,20377,519,green,959.0,L32,L32,0,1
2668,20493,521,red,2214.0,L32,L32,0,4
2636,20415,522,red,1217.0,L32,L32,0,5
2703,20579,524,red,689.0,L32,L32,0,7
2754,20721,526,red,2062.0,L32,L32,0,0
2979,21235,531,red,759.0,L32,L32,0,2
2808,20837,532,red,2375.0,L32,L32,0,3
2921,21109,533,green,1794.0,L32,L32,0,4
2972,21217,534,green,1252.0,L32,L32,0,5
3007,21307,537,red,4822.0,L32,L32,0,0
3123,21589,538,green,1826.0,L32,L32,0,1
3085,21495,539,red,1732.0,L32,L32,0,2
3139,21617,540,green,2266.0,L32,L32,0,3
3149,21641,541,red,2175.0,L32,L32,0,4
3299,22007,542,red,1426.0,L32,L32,0,2
3238,21859,544,red,1367.0,L32,L32,0,5
3339,22097,546,green,2692.0,L32,L32,0,7
3430,22320,548,green,1989.0,L32,L32,0,1
3419,22295,550,red,2887.0,L32,L32,0,3
3617,22755,552,red,634.0,L32,L32,0,5
3631,22792,554,red,1275.0,L32,L32,0,7
