id,trial_id,session_id,goal_choice,reaction_time_ms,trial_name,global_trial_name,repeat_instance_index,symmetry_transform
959,16439,463,red,1571.0,L22,L22,0,6
995,16514,464,red,1485.0,L22,L22,0,7
1371,17466,469,green,1590.0,L22,L22,0,4
1228,17082,472,red,230.0,L22,L22,0,7
1036,16635,474,green,1891.0,L22,L22,0,1
1571,17917,478,red,1313.0,L22,L22,0,5
1241,17134,480,red,1435.0,L22,L22,0,7
1423,17583,481,red,1309.0,L22,L22,0,0
1629,18033,482,green,1262.0,L22,L22,0,1
1678,18149,483,red,2503.0,L22,L22,0,2
1311,17306,485,red,2826.0,L22,L22,0,4
1478,17724,486,red,2045.0,L22,L22,0,5
1942,18776,487,red,1717.0,L22,L22,0,6
1386,17500,488,red,1378.0,L22,L22,0,7
1989,18899,489,green,1065.0,L22,L22,0,0
1811,18443,491,green,715.0,L22,L22,0,2
1961,18838,497,green,1403.0,L22,L22,0,0
2088,19115,501,red,1665.0,L22,L22,0,4
1650,18087,502,green,2215.0,L22,L22,0,5
2228,19442,505,green,1437.0,L22,L22,0,0
2078,19081,509,green,3014.0,L22,L22,0,4
2189,19339,510,green,2383.0,L22,L22,0,5
2347,19744,511,red,977.0,L22,L22,0,6
2531,20181,515,green,891.0,L22,L22,0,2
2428,19926,516,green,1581.0,L22,L22,0,2
2473,20044,517,green,4600.0,L22,L22,0,6
2568,20255,519,red,1894.0,L22,L22,0,6
2624,20387,522,green,1077.0,L22,L22,0,2
2705,20588,524,green,3105.0,L22,L22,0,4
3004,21305,526,red,2509.0,L22,L22,0,5
2837,20877,531,red,2034.0,L22,L22,0,7
2977,21229,532,green,1137.0,L22,L22,0,0
2811,20840,533,red,1419.0,L22,L22,0,1
2893,21030,534,green,1278.0,L22,L22,0,2
3071,21453,537,green,2369.0,L22,L22,0,5
3032,21372,538,green,4856.0,L22,L22,0,6
3158,21661,539,green,1367.0,L22,L22,0,7
3097,21523,540,green,3651.0,L22,L22,0,0
3155,21653,541,red,1301.0,L22,L22,0,1
3241,21865,542,red,2082.0,L22,L22,0,7
3286,21969,544,green,1751.0,L22,L22,0,2
3396,22232,546,green,2884.0,L22,L22,0,4
3472,22416,548,red,2316.0,L22,L22,0,6
3452,22374,550,red,2220.0,L22,L22,0,0
3563,22632,552,green,2373.0,L22,L22,0,2
3557,22614,554,green,1201.0,L22,L22,0,4
