id,trial_id,session_id,pause_frame,click_bottom_left_x,click_bottom_left_y,ball_x,ball_y,diameters_away,trial_name,reaction_time_ms,global_trial_name,repeat_instance_index
9,23,3,152,10.48984375,9.934765625,9.91954003362061,10.440941966812755,0.7625357814077227,F6,2729.0,F6,0
12,32,4,152,11.35,12.084765625,9.91954003362061,10.440941966812755,2.1790759359485894,F6,4498.0,F6,0
18,51,5,152,10.7,11.390000152587891,9.91954003362061,10.440941966812755,1.2287510728816116,F6,2816.0,F6,0
32,93,6,152,7.975,16.234765625,9.91954003362061,10.440941966812755,6.111434244473509,F6,3512.0,F6,0
29,83,7,152,11.45,13.04000015258789,9.91954003362061,10.440941966812755,3.016191499513043,F6,2371.0,F6,0
108,344,8,152,11.98984375,12.034765625,9.91954003362061,10.440941966812755,2.612744023330967,F6,2200.0,F6,0
