id,trial_id,session_id,goal_choice,reaction_time_ms,trial_name,global_trial_name,repeat_instance_index,symmetry_transform
967,16457,463,green,1350.0,L14,L14,0,0
1013,16556,464,red,1497.0,L14,L14,0,1
1082,16752,469,green,564.0,L14,L14,0,6
1522,17820,471,green,3478.0,L14,L14,0,0
1834,18488,472,green,1463.0,L14,L14,0,1
1061,16694,474,red,1688.0,L14,L14,0,3
1196,17029,478,green,2413.0,L14,L14,0,7
1111,16822,481,green,1574.0,L14,L14,0,2
1476,17723,482,green,821.0,L14,L14,0,3
1700,18207,483,green,1017.0,L14,L14,0,4
1928,18738,485,red,1888.0,L14,L14,0,6
1195,17028,486,green,1119.0,L14,L14,0,7
1589,17949,487,green,4203.0,L14,L14,0,0
1276,17226,488,red,3183.0,L14,L14,0,1
1955,18818,489,red,2889.0,L14,L14,0,2
1397,17528,491,red,692.0,L14,L14,0,4
1753,18321,497,green,821.0,L14,L14,0,2
1978,18878,501,red,1517.0,L14,L14,0,6
1851,18548,502,green,1826.0,L14,L14,0,7
1962,18843,505,green,641.0,L14,L14,0,2
2149,19271,508,red,1877.0,L14,L14,0,5
2075,19074,510,red,3594.0,L14,L14,0,7
2371,19797,511,red,741.0,L14,L14,0,0
2537,20199,515,red,839.0,L14,L14,0,4
2457,19999,516,green,1306.0,L14,L14,0,4
2542,20209,517,green,2022.0,L14,L14,0,0
2534,20192,519,red,1495.0,L14,L14,0,0
2621,20379,521,red,879.0,L14,L14,0,3
2628,20393,522,green,1833.0,L14,L14,0,4
2698,20570,524,green,1209.0,L14,L14,0,6
2784,20786,526,green,740.0,L14,L14,0,7
2746,20697,531,green,2870.0,L14,L14,0,1
2914,21086,532,red,1741.0,L14,L14,0,2
2915,21090,533,green,1783.0,L14,L14,0,3
2900,21051,534,red,1390.0,L14,L14,0,4
3016,21340,537,green,3100.0,L14,L14,0,7
3037,21380,538,green,2364.0,L14,L14,0,0
3102,21540,539,green,621.0,L14,L14,0,1
3146,21635,540,red,1563.0,L14,L14,0,2
3224,21829,541,green,718.0,L14,L14,0,3
3220,21821,542,red,1449.0,L14,L14,0,1
3272,21933,544,red,3479.0,L14,L14,0,4
3342,22101,546,green,1762.0,L14,L14,0,6
3466,22407,548,red,1857.0,L14,L14,0,0
3428,22315,550,red,1967.0,L14,L14,0,2
3571,22647,552,red,1930.0,L14,L14,0,4
3610,22740,554,green,433.0,L14,L14,0,6
