id,trial_id,session_id,pause_frame,click_bottom_left_x,click_bottom_left_y,ball_x,ball_y,diameters_away,trial_name,reaction_time_ms,global_trial_name,repeat_instance_index
75,236,4,92,13.4,8.484765625,12.506458864299903,10.493541135700449,2.198543793873133,T9D,4597.0,T9D,0
80,262,5,92,11.85,8.490000152587891,12.506458864299903,10.493541135700449,2.108344068583103,T9D,3229.0,T9D,0
100,316,6,92,16.975,4.434765625,12.506458864299903,10.493541135700449,7.528387647465253,T9D,2187.0,T9D,0
99,315,7,92,11.85,10.59000015258789,12.506458864299903,10.493541135700449,0.6635077862819778,T9D,2592.0,T9D,0
127,405,8,92,12.38984375,9.834765625,12.506458864299903,10.493541135700449,0.6690173827202229,T9D,2226.0,T9D,0
186,590,9,92,16.85,1.7400001525878905,12.506458864299903,10.493541135700449,9.77194091982499,T9D,3518.0,T9D,0
235,760,10,92,12.759999084472657,7.640000152587891,12.506458864299903,10.493541135700449,2.8647825023111664,T9D,2676.0,T9D,0
345,1101,11,92,12.0,9.759375,12.506458864299903,10.493541135700449,0.8919083450878104,T9D,1725.0,T9D,0
241,773,12,92,16.8734375,5.1265625,12.506458864299903,10.493541135700449,6.91917351139037,T9D,2466.0,T9D,0
250,802,13,92,13.1796875,9.009375,12.506458864299903,10.493541135700449,1.6297195814883663,T9D,3224.0,T9D,0
268,858,14,92,13.5,8.91953125,12.506458864299903,10.493541135700449,1.8613519572103974,T9D,3477.0,T9D,0
386,1238,15,92,12.9453125,9.109375,12.506458864299903,10.493541135700449,1.4520703856174142,T9D,3077.0,T9D,0
370,1181,16,92,13.23333282470703,10.3765625,12.506458864299903,10.493541135700449,0.7362267011785707,T9D,2851.0,T9D,0
421,1346,17,92,13.575,10.284765625,12.506458864299903,10.493541135700449,1.0887457795791837,T9D,2048.0,T9D,0
418,1339,18,92,12.810000610351562,8.34000015258789,12.506458864299903,10.493541135700449,2.1748278914758963,T9D,2673.0,T9D,0
428,1374,19,92,12.175,10.734765625,12.506458864299903,10.493541135700449,0.40994418273810185,T9D,2746.0,T9D,0
433,1390,20,92,12.9,10.140000152587891,12.506458864299903,10.493541135700449,0.529023489297324,T9D,3578.0,T9D,0
438,1411,21,92,12.6,9.184765625,12.506458864299903,10.493541135700449,1.312114050483906,T9D,2301.0,T9D,0
465,1497,22,92,13.0453125,10.059375,12.506458864299903,10.493541135700449,0.6919996200116539,T9D,8675.0,T9D,0
489,1575,23,92,12.7,10.559375,12.506458864299903,10.493541135700449,0.20443157509713294,T9D,2121.0,T9D,0
