id,trial_id,session_id,pause_frame,click_bottom_left_x,click_bottom_left_y,ball_x,ball_y,diameters_away,trial_name,reaction_time_ms,global_trial_name,repeat_instance_index,symmetry_transform
50,157,4,124,11.4,12.065234375,10.978720686878182,12.162087572727282,0.4322693622897546,T29,3031.0,T29,2,2
63,193,5,124,12.55,11.20999984741211,10.978720686878182,12.162087572727282,1.8372233714332045,T29,4204.0,T29,2,2
79,258,7,124,12.55,11.759999847412109,10.978720686878182,12.162087572727282,1.6219103608688434,T29,2577.0,T29,2,2
120,387,8,124,10.46015625,11.865234375,10.978720686878182,12.162087572727282,0.597520624075603,T29,2896.0,T29,2,2
207,669,10,124,16.340000915527344,8.20999984741211,10.978720686878182,12.162087572727282,6.66050471651295,T29,2732.0,T29,2,2
299,957,11,124,12.2,9.590625,10.978720686878182,12.162087572727282,2.8467425109406217,T29,1942.0,T29,2,2
218,702,13,124,13.1703125,11.990625,10.978720686878182,12.162087572727282,2.1982889003015127,T29,3271.0,T29,2,2
232,743,14,124,10.35,12.28046875,10.978720686878182,12.162087572727282,0.6397685559958757,T29,2403.0,T29,2,2
341,1086,15,124,13.1046875,9.340625,10.978720686878182,12.162087572727282,3.5327589699548136,T29,2673.0,T29,2,2
326,1044,16,124,10.466667175292969,12.5234375,10.978720686878182,12.162087572727282,0.6267157000321171,T29,2656.0,T29,2,2
376,1206,17,124,12.575,11.515234375,10.978720686878182,12.162087572727282,1.722360794058746,T29,3780.0,T29,2,2
384,1233,18,124,12.539999389648438,10.05999984741211,10.978720686878182,12.162087572727282,2.6184659617120647,T29,3017.0,T29,2,2
398,1285,19,124,12.225,12.315234375,10.978720686878182,12.162087572727282,1.255653642276304,T29,2546.0,T29,2,2
403,1297,20,124,10.1,12.30999984741211,10.978720686878182,12.162087572727282,0.8910825363287647,T29,3108.0,T29,2,2
412,1323,21,124,11.95,11.415234375,10.978720686878182,12.162087572727282,1.2252237359167741,T29,2855.0,T29,2,2
458,1479,22,124,10.1046875,13.090625,10.978720686878182,12.162087572727282,1.275192442579028,T29,2960.0,T29,2,2
482,1557,23,124,12.4,12.690625,10.978720686878182,12.162087572727282,1.5163728756266024,T29,2919.0,T29,2,2
