id,trial_id,session_id,goal_choice,reaction_time_ms,trial_name,global_trial_name,repeat_instance_index,symmetry_transform
947,16402,463,red,1667.0,L18,L18,0,4
962,16446,464,red,1866.0,L18,L18,0,5
1352,17425,469,green,726.0,L18,L18,0,2
1273,17211,471,red,3219.0,L18,L18,0,4
1430,17592,472,red,245.0,L18,L18,0,5
1221,17075,474,green,1697.0,L18,L18,0,7
1230,17096,478,red,1679.0,L18,L18,0,3
1199,17031,480,green,1144.0,L18,L18,0,5
1687,18175,481,red,2503.0,L18,L18,0,6
1398,17526,482,red,1083.0,L18,L18,0,7
1625,18026,483,red,1556.0,L18,L18,0,0
1426,17599,485,green,783.0,L18,L18,0,2
1544,17868,486,red,4265.0,L18,L18,0,3
1867,18580,487,red,4047.0,L18,L18,0,4
1521,17814,488,red,1705.0,L18,L18,0,5
1554,17885,489,red,1825.0,L18,L18,0,6
1592,17961,491,red,695.0,L18,L18,0,0
1434,17603,497,red,4007.0,L18,L18,0,6
2156,19273,501,green,2462.0,L18,L18,0,2
1724,18256,502,green,1561.0,L18,L18,0,3
2199,19361,505,red,720.0,L18,L18,0,6
2172,19317,506,green,2323.0,L18,L18,0,7
2261,19522,508,red,855.0,L18,L18,0,1
2047,19012,510,green,3035.0,L18,L18,0,3
2374,19803,511,red,780.0,L18,L18,0,4
2481,20056,515,green,2297.0,L18,L18,0,0
2417,19901,516,green,2045.0,L18,L18,0,0
2574,20262,517,red,1417.0,L18,L18,0,4
2679,20516,519,red,891.0,L18,L18,0,4
2660,20475,521,red,2488.0,L18,L18,0,7
2578,20281,522,red,901.0,L18,L18,0,0
2709,20599,524,green,730.0,L18,L18,0,2
3019,21345,526,green,1398.0,L18,L18,0,3
2960,21191,531,red,1332.0,L18,L18,0,5
2974,21216,532,red,3123.0,L18,L18,0,6
2888,21018,533,green,1721.0,L18,L18,0,7
3068,21451,538,red,2028.0,L18,L18,0,4
3171,21692,539,red,1794.0,L18,L18,0,5
3191,21751,540,green,1592.0,L18,L18,0,6
3208,21794,541,red,2164.0,L18,L18,0,7
3291,21982,542,green,1742.0,L18,L18,0,5
3265,21917,544,red,1598.0,L18,L18,0,0
3343,22106,546,green,2678.0,L18,L18,0,2
3378,22194,548,red,3640.0,L18,L18,0,4
3381,22197,550,red,4640.0,L18,L18,0,6
3622,22769,552,red,639.0,L18,L18,0,0
3619,22760,554,red,1021.0,L18,L18,0,2
