frame,red,green,uncertain,session_id,rg_outcome,trial_id,global_trial_name
0,0,0,1,168,green,2076,T1B
1,0,0,1,168,green,2076,T1B
2,0,0,1,168,green,2076,T1B
3,0,0,1,168,green,2076,T1B
4,0,0,1,168,green,2076,T1B
5,0,0,1,168,green,2076,T1B
6,0,0,1,168,green,2076,T1B
7,0,0,1,168,green,2076,T1B
8,0,0,1,168,green,2076,T1B
9,0,0,1,168,green,2076,T1B
10,0,0,1,168,green,2076,T1B
11,0,0,1,168,green,2076,T1B
12,0,0,1,168,green,2076,T1B
13,0,0,1,168,green,2076,T1B
14,0,0,1,168,green,2076,T1B
15,0,0,1,168,green,2076,T1B
16,0,0,1,168,green,2076,T1B
17,0,0,1,168,green,2076,T1B
18,0,0,1,168,green,2076,T1B
19,0,0,1,168,green,2076,T1B
20,0,0,1,168,green,2076,T1B
21,0,0,1,168,green,2076,T1B
22,0,0,1,168,green,2076,T1B
23,0,0,1,168,green,2076,T1B
24,0,0,1,168,green,2076,T1B
25,0,0,1,168,green,2076,T1B
26,0,0,1,168,green,2076,T1B
27,1,0,0,168,green,2076,T1B
28,1,0,0,168,green,2076,T1B
29,1,0,0,168,green,2076,T1B
30,1,0,0,168,green,2076,T1B
31,1,0,0,168,green,2076,T1B
32,1,0,0,168,green,2076,T1B
33,1,0,0,168,green,2076,T1B
34,1,0,0,168,green,2076,T1B
35,1,0,0,168,green,2076,T1B
36,1,0,0,168,green,2076,T1B
37,1,0,0,168,green,2076,T1B
38,1,0,0,168,green,2076,T1B
39,1,0,0,168,green,2076,T1B
40,1,0,0,168,green,2076,T1B
41,1,0,0,168,green,2076,T1B
42,1,0,0,168,green,2076,T1B
43,1,0,0,168,green,2076,T1B
44,1,0,0,168,green,2076,T1B
45,1,0,0,168,green,2076,T1B
46,1,0,0,168,green,2076,T1B
47,1,0,0,168,green,2076,T1B
48,1,0,0,168,green,2076,T1B
49,1,0,0,168,green,2076,T1B
50,1,0,0,168,green,2076,T1B
51,1,0,0,168,green,2076,T1B
52,1,0,0,168,green,2076,T1B
53,1,0,0,168,green,2076,T1B
54,1,0,0,168,green,2076,T1B
55,1,0,0,168,green,2076,T1B
56,1,0,0,168,green,2076,T1B
57,1,0,0,168,green,2076,T1B
58,1,0,0,168,green,2076,T1B
59,1,0,0,168,green,2076,T1B
60,1,0,0,168,green,2076,T1B
61,1,0,0,168,green,2076,T1B
62,1,0,0,168,green,2076,T1B
63,1,0,0,168,green,2076,T1B
64,1,0,0,168,green,2076,T1B
65,1,0,0,168,green,2076,T1B
66,1,0,0,168,green,2076,T1B
67,1,0,0,168,green,2076,T1B
68,1,0,0,168,green,2076,T1B
69,1,0,0,168,green,2076,T1B
70,1,0,0,168,green,2076,T1B
71,1,0,0,168,green,2076,T1B
72,1,0,0,168,green,2076,T1B
73,1,0,0,168,green,2076,T1B
74,1,0,0,168,green,2076,T1B
75,1,0,0,168,green,2076,T1B
76,1,0,0,168,green,2076,T1B
77,1,0,0,168,green,2076,T1B
78,1,0,0,168,green,2076,T1B
79,1,0,0,168,green,2076,T1B
80,1,0,0,168,green,2076,T1B
81,1,0,0,168,green,2076,T1B
82,1,0,0,168,green,2076,T1B
83,1,0,0,168,green,2076,T1B
84,1,0,0,168,green,2076,T1B
85,1,0,0,168,green,2076,T1B
86,1,0,0,168,green,2076,T1B
87,1,0,0,168,green,2076,T1B
88,1,0,0,168,green,2076,T1B
89,1,0,0,168,green,2076,T1B
90,1,0,0,168,green,2076,T1B
91,1,0,0,168,green,2076,T1B
92,1,0,0,168,green,2076,T1B
93,1,0,0,168,green,2076,T1B
94,1,0,0,168,green,2076,T1B
95,1,0,0,168,green,2076,T1B
96,1,0,0,168,green,2076,T1B
97,1,0,0,168,green,2076,T1B
98,1,0,0,168,green,2076,T1B
99,1,0,0,168,green,2076,T1B
100,1,0,0,168,green,2076,T1B
101,1,0,0,168,green,2076,T1B
102,1,0,0,168,green,2076,T1B
103,1,0,0,168,green,2076,T1B
104,1,0,0,168,green,2076,T1B
105,1,0,0,168,green,2076,T1B
106,1,0,0,168,green,2076,T1B
107,1,0,0,168,green,2076,T1B
108,1,0,0,168,green,2076,T1B
109,1,0,0,168,green,2076,T1B
110,1,0,0,168,green,2076,T1B
111,1,0,0,168,green,2076,T1B
112,1,0,0,168,green,2076,T1B
113,1,0,0,168,green,2076,T1B
114,1,0,0,168,green,2076,T1B
115,1,0,0,168,green,2076,T1B
116,1,0,0,168,green,2076,T1B
117,1,0,0,168,green,2076,T1B
118,1,0,0,168,green,2076,T1B
119,1,0,0,168,green,2076,T1B
120,1,0,0,168,green,2076,T1B
121,1,0,0,168,green,2076,T1B
122,1,0,0,168,green,2076,T1B
123,1,0,0,168,green,2076,T1B
