id,trial_id,session_id,pause_frame,click_bottom_left_x,click_bottom_left_y,ball_x,ball_y,diameters_away,trial_name,reaction_time_ms,global_trial_name,repeat_instance_index,symmetry_transform
55,169,4,160,7.75,11.584765625,6.344614006773837,12.297739391519093,1.57589383579628,T3A,5965.0,T3A,0,4
68,205,5,160,11.25,10.09000015258789,6.344614006773837,12.297739391519093,5.379305186513957,T3A,3061.0,T3A,0,4
85,271,7,160,6.449999999999999,12.09000015258789,6.344614006773837,12.297739391519093,0.23294162135603821,T3A,2394.0,T3A,0,4
122,390,8,160,7.31015625,12.884765625,6.344614006773837,12.297739391519093,1.129987443403241,T3A,2686.0,T3A,0,4
213,685,10,160,6.640000915527343,9.240000152587891,6.344614006773837,12.297739391519093,3.0719737432410645,T3A,2550.0,T3A,0,4
305,979,11,160,9.0,10.509375,6.344614006773837,12.297739391519093,3.2014562264499498,T3A,1710.0,T3A,0,4
226,717,13,160,9.5203125,7.059375,6.344614006773837,12.297739391519093,6.125807899225547,T3A,2370.0,T3A,0,4
237,763,14,160,10.05,9.36953125,6.344614006773837,12.297739391519093,4.722741606191826,T3A,4672.0,T3A,0,4
352,1113,15,160,9.3546875,10.809375,6.344614006773837,12.297739391519093,3.3579414820042297,T3A,3208.0,T3A,0,4
335,1071,16,160,4.0166671752929695,12.1765625,6.344614006773837,12.297739391519093,2.331098515558714,T3A,2897.0,T3A,0,4
382,1230,17,160,5.824999999999999,9.934765625,6.344614006773837,12.297739391519093,2.4194304572136365,T3A,2531.0,T3A,0,4
391,1256,18,160,4.239999389648437,10.640000152587891,6.344614006773837,12.297739391519093,2.6790860514194184,T3A,2655.0,T3A,0,4
405,1302,19,160,8.925,10.034765625,6.344614006773837,12.297739391519093,3.4321191911108486,T3A,2746.0,T3A,0,4
410,1316,20,160,8.1,9.34000015258789,6.344614006773837,12.297739391519093,3.4394187576868176,T3A,4718.0,T3A,0,4
417,1338,21,160,4.199999999999999,12.334765625,6.344614006773837,12.297739391519093,2.1449336073679097,T3A,1310.0,T3A,0,4
460,1482,22,160,8.5546875,8.459375,6.344614006773837,12.297739391519093,4.429160873974057,T3A,3317.0,T3A,0,4
484,1560,23,160,6.0,10.959375,6.344614006773837,12.297739391519093,1.3820195578033583,T3A,2438.0,T3A,0,4
