F3, 0, 104
F6, 0, 152
L1, 0, 80
L2, 0, 148
L3, 0, 112
L4, 0, 100
L5, 0, 88
L6, 0, 76
L7, 0, 112
L8, 0, 68
L9, 0, 92
L10, 0, 112
L11, 0, 104
L12, 0, 104
L13, 0, 136
L14, 0, 196
L15, 0, 180
L16, 0, 160
L17, 0, 140
L18, 0, 196
L19, 0, 156
L20, 0, 140
L21, 0, 184
L22, 0, 188
L23, 0, 156
L24, 0, 152
L25, 0, 152
L26, 0, 152
L27, 0, 140
L28, 0, 128
