id,trial_id,session_id,goal_choice,reaction_time_ms,trial_name,global_trial_name,repeat_instance_index,symmetry_transform
974,16477,463,red,546.0,L17,L17,0,5
1009,16550,464,red,1459.0,L17,L17,0,6
1455,17664,469,green,1158.0,L17,L17,0,3
1372,17467,471,green,2527.0,L17,L17,0,5
1043,16653,474,green,787.0,L17,L17,0,0
1529,17834,478,red,1641.0,L17,L17,0,4
1264,17196,480,green,1734.0,L17,L17,0,6
1855,18553,482,red,1434.0,L17,L17,0,0
1727,18264,483,red,1181.0,L17,L17,0,1
1298,17278,485,green,2485.0,L17,L17,0,3
1379,17482,486,red,1219.0,L17,L17,0,4
2106,19162,487,red,1106.0,L17,L17,0,5
1317,17327,488,red,1580.0,L17,L17,0,6
1944,18785,489,green,1063.0,L17,L17,0,7
1226,17089,491,red,941.0,L17,L17,0,1
1471,17702,497,green,2800.0,L17,L17,0,7
2286,19586,501,red,947.0,L17,L17,0,3
1954,18816,502,green,1682.0,L17,L17,0,4
2003,18930,505,green,800.0,L17,L17,0,7
2254,19500,506,red,1533.0,L17,L17,0,0
2021,18961,508,green,1483.0,L17,L17,0,2
2209,19384,509,red,4616.0,L17,L17,0,3
2280,19567,510,red,2462.0,L17,L17,0,4
2224,19434,511,red,1503.0,L17,L17,0,5
2424,19916,515,red,2795.0,L17,L17,0,1
2466,20017,516,red,1123.0,L17,L17,0,1
2675,20505,519,red,715.0,L17,L17,0,5
2625,20389,521,green,1780.0,L17,L17,0,0
2602,20334,522,red,1135.0,L17,L17,0,1
2706,20593,524,red,621.0,L17,L17,0,3
2862,20942,531,red,778.0,L17,L17,0,6
2883,21004,532,red,2904.0,L17,L17,0,7
2839,20885,533,green,1316.0,L17,L17,0,0
3103,21544,538,red,1616.0,L17,L17,0,5
3170,21689,539,red,1206.0,L17,L17,0,6
3144,21630,540,green,2872.0,L17,L17,0,7
3218,21818,541,red,1136.0,L17,L17,0,0
3263,21915,542,green,1514.0,L17,L17,0,6
3267,21923,544,red,1838.0,L17,L17,0,1
3346,22115,546,red,2530.0,L17,L17,0,3
3402,22247,548,green,1081.0,L17,L17,0,5
3389,22216,550,green,2377.0,L17,L17,0,7
3626,22782,552,red,554.0,L17,L17,0,1
3591,22686,554,red,905.0,L17,L17,0,3
