id,trial_id,session_id,goal_choice,reaction_time_ms,trial_name,global_trial_name,repeat_instance_index,symmetry_transform
938,16378,463,red,967.0,L11,L11,0,6
946,16399,464,green,1609.0,L11,L11,0,7
1189,17015,469,green,970.0,L11,L11,0,4
1680,18157,471,green,4825.0,L11,L11,0,6
2193,19351,472,red,1412.0,L11,L11,0,7
1263,17202,474,green,577.0,L11,L11,0,1
1055,16678,478,green,915.0,L11,L11,0,5
1315,17319,480,green,887.0,L11,L11,0,7
1653,18100,481,green,818.0,L11,L11,0,0
1602,17981,482,green,807.0,L11,L11,0,1
1418,17573,483,green,1169.0,L11,L11,0,2
1977,18876,485,green,1212.0,L11,L11,0,4
1688,18182,486,green,707.0,L11,L11,0,5
1884,18628,487,red,1521.0,L11,L11,0,6
1577,17931,488,green,853.0,L11,L11,0,7
1917,18718,489,green,600.0,L11,L11,0,0
1447,17649,491,green,681.0,L11,L11,0,2
2001,18927,497,red,897.0,L11,L11,0,0
1941,18781,501,red,1219.0,L11,L11,0,4
1869,18597,502,red,1220.0,L11,L11,0,5
1945,18792,505,red,575.0,L11,L11,0,0
2259,19518,506,green,765.0,L11,L11,0,1
2183,19337,508,green,717.0,L11,L11,0,3
2132,19220,509,red,1617.0,L11,L11,0,4
2114,19179,510,green,1022.0,L11,L11,0,5
2449,19978,515,green,927.0,L11,L11,0,2
2468,20025,516,green,966.0,L11,L11,0,2
2667,20488,517,green,1060.0,L11,L11,0,6
2645,20440,519,green,894.0,L11,L11,0,6
2653,20457,521,red,2729.0,L11,L11,0,1
2530,20180,522,green,1800.0,L11,L11,0,2
2562,20243,524,green,2514.0,L11,L11,0,4
2976,21223,526,green,888.0,L11,L11,0,5
2955,21185,531,green,772.0,L11,L11,0,7
2819,20852,532,red,811.0,L11,L11,0,0
2892,21032,533,green,1189.0,L11,L11,0,1
2773,20757,534,green,1238.0,L11,L11,0,2
3090,21508,538,green,2478.0,L11,L11,0,6
3165,21681,539,green,603.0,L11,L11,0,7
3163,21676,540,green,1967.0,L11,L11,0,0
3293,21988,542,green,1682.0,L11,L11,0,7
3260,21910,544,green,1202.0,L11,L11,0,2
3399,22239,546,red,1264.0,L11,L11,0,4
3450,22373,548,green,1278.0,L11,L11,0,6
3500,22481,550,green,1795.0,L11,L11,0,0
3628,22786,552,red,364.0,L11,L11,0,2
3627,22784,554,red,1890.0,L11,L11,0,4
