base_trial_name,session_id,repeat_instance_index,trial_order_position,symmetry_transform
T4C,220,0,17,0
T4B,220,0,18,7
T26,220,0,19,7
T1B,220,0,20,7
T11,220,1,21,3
T22,220,0,22,7
T27,220,0,23,7
T10,220,1,24,3
T8D,220,0,25,3
T9,220,1,26,6
T8B,220,0,27,1
T28,220,0,28,1
T15,220,0,29,4
T5E,220,0,30,3
T3D,220,0,31,7
T23,220,0,32,4
T7A,220,0,33,4
T4A,220,0,34,6
T2B,220,0,35,5
T11,220,2,36,4
T7B,220,0,37,5
T4E,220,0,38,2
T10,220,2,39,4
T6A,220,0,40,2
T9,220,2,41,7
T5B,220,0,42,0
T18,220,0,43,4
T21,220,0,44,4
T1C,220,0,45,0
T25,220,0,46,7
T19,220,0,47,2
T1A,220,0,48,6
T20,220,0,49,1
T12,220,0,50,6
T11,220,3,51,5
T3A,220,0,52,4
T29,220,0,53,4
T10,220,3,54,5
T7C,220,0,55,6
T9,220,3,56,0
T3B,220,0,57,5
T8C,220,0,58,2
T4D,220,0,59,1
T6B,220,0,60,3
T3C,220,0,61,6
T24,220,0,62,4
T6D,220,0,63,5
T14,220,0,64,5
T13,220,0,65,4
T11,220,4,66,6
T2D,220,0,67,7
T16,220,0,68,7
T10,220,4,69,6
T2A,220,0,70,4
T9,220,4,71,1
T5D,220,0,72,2
T30,220,0,73,4
T7D,220,0,74,7
T7C,221,0,1,7
T3C,221,0,2,7
T8C,221,0,3,3
T32,221,0,4,0
T18,221,0,5,5
T11,221,0,6,3
T4E,221,0,7,3
T14,221,0,8,6
T21,221,0,9,5
T10,221,0,10,3
T2B,221,0,11,6
T9,221,0,12,6
T4B,221,0,13,0
T20,221,0,14,2
T3B,221,0,15,6
T2A,221,0,16,5
T7D,221,0,17,0
T31,221,0,18,0
T3A,221,0,19,5
T24,221,0,20,5
T11,221,1,21,4
T5A,221,0,22,0
T4D,221,0,23,2
T7B,221,0,24,6
T10,221,1,25,4
T28,221,0,26,2
T9,221,1,27,7
T16,221,0,28,0
T1B,221,0,29,0
T8A,221,0,30,1
T2D,221,0,31,0
T6D,221,0,32,6
T25,221,0,33,0
T1A,221,0,34,7
T30,221,0,35,5
T11,221,2,36,5
T6A,221,0,37,3
T13,221,0,38,5
T33,221,0,39,2
T10,221,2,40,5
T29,221,0,41,5
T9,221,2,42,0
T6C,221,0,43,5
T23,221,0,44,5
T27,221,0,45,0
T26,221,0,46,0
T5E,221,0,47,4
T1D,221,0,48,2
T19,221,0,49,3
T34,221,0,50,2
T11,221,3,51,6
T6B,221,0,52,4
T7A,221,0,53,5
T1C,221,0,54,1
T10,221,3,55,6
T2C,221,0,56,7
T9,221,3,57,1
T8B,221,0,58,2
T5B,221,0,59,1
T12,221,0,60,7
T5C,221,0,61,2
T4F,221,0,62,4
T22,221,0,63,0
T3D,221,0,64,0
T5D,221,0,65,3
T11,221,4,66,7
T4A,221,0,67,7
T17,221,0,68,2
T8D,221,0,69,4
T10,221,4,70,7
T15,221,0,71,5
T9,221,4,72,2
T4C,221,0,73,1
T5F,221,0,74,5
T1B,222,0,1,1
T5A,222,0,2,1
T2D,222,0,3,1
T10,222,0,4,4
T7C,222,0,5,0
T6C,222,0,6,6
T5E,222,0,7,5
T8B,222,0,8,3
T9,222,0,9,7
T6D,222,0,10,7
T12,222,0,11,0
T13,222,0,12,6
T11,222,0,13,4
T7A,222,0,14,6
T34,222,0,15,3
T6B,222,0,16,5
T29,222,0,17,6
T22,222,0,18,1
T10,222,1,19,5
T3C,222,0,20,0
T1C,222,0,21,2
T2B,222,0,22,7
T5F,222,0,23,6
T9,222,1,24,0
T8D,222,0,25,5
T25,222,0,26,1
T7B,222,0,27,7
T11,222,1,28,5
T15,222,0,29,6
T5B,222,0,30,2
T4A,222,0,31,0
T28,222,0,32,3
T20,222,0,33,3
T10,222,2,34,6
T14,222,0,35,7
T2A,222,0,36,6
T5D,222,0,37,4
T31,222,0,38,1
T9,222,2,39,1
T8A,222,0,40,2
T33,222,0,41,3
T16,222,0,42,1
T11,222,2,43,6
T17,222,0,44,3
T19,222,0,45,4
T4F,222,0,46,5
T24,222,0,47,6
T3B,222,0,48,7
T10,222,3,49,7
T27,222,0,50,1
T4B,222,0,51,1
T3A,222,0,52,6
T5C,222,0,53,3
T9,222,3,54,2
T32,222,0,55,1
T8C,222,0,56,4
T1D,222,0,57,3
T11,222,3,58,7
T30,222,0,59,6
T26,222,0,60,1
T7D,222,0,61,1
T4C,222,0,62,2
T2C,222,0,63,0
T10,222,4,64,0
T4E,222,0,65,4
T21,222,0,66,6
T6A,222,0,67,4
T23,222,0,68,6
T9,222,4,69,3
T4D,222,0,70,3
T18,222,0,71,6
T3D,222,0,72,1
T11,222,4,73,0
T1A,222,0,74,0
T23,223,0,1,7
T5B,223,0,2,3
T7C,223,0,3,1
T32,223,0,4,2
T4C,223,0,5,3
T5F,223,0,6,7
T17,223,0,7,4
T6A,223,0,8,5
T2D,223,0,9,2
T11,223,0,10,5
T3D,223,0,11,2
T9,223,0,12,0
T8B,223,0,13,4
T10,223,0,14,5
T30,223,0,15,7
T1C,223,0,16,3
T31,223,0,17,2
T33,223,0,18,4
T8D,223,0,19,6
T3C,223,0,20,1
T14,223,0,21,0
T34,223,0,22,4
T3A,223,0,23,7
T4D,223,0,24,4
T11,223,1,25,6
T6D,223,0,26,0
T9,223,1,27,1
T12,223,0,28,1
T10,223,1,29,6
T7B,223,0,30,0
T25,223,0,31,2
T22,223,0,32,2
T26,223,0,33,2
T28,223,0,34,4
T4F,223,0,35,6
T5A,223,0,36,2
T1A,223,0,37,1
T2C,223,0,38,1
T4A,223,0,39,1
T11,223,2,40,7
T16,223,0,41,2
T9,223,2,42,2
T8C,223,0,43,5
T10,223,2,44,7
T2B,223,0,45,0
T19,223,0,46,5
T4B,223,0,47,2
T7D,223,0,48,2
T29,223,0,49,7
T8A,223,0,50,3
T21,223,0,51,7
T5C,223,0,52,4
T1D,223,0,53,4
T3B,223,0,54,0
T11,223,3,55,0
T24,223,0,56,7
T9,223,3,57,3
T4E,223,0,58,5
T10,223,3,59,0
T6C,223,0,60,7
T7A,223,0,61,7
T15,223,0,62,7
T5E,223,0,63,6
T27,223,0,64,2
T6B,223,0,65,6
T13,223,0,66,7
T20,223,0,67,4
T5D,223,0,68,5
T18,223,0,69,7
T11,223,4,70,1
T1B,223,0,71,2
T9,223,4,72,4
T2A,223,0,73,7
T10,223,4,74,1
T10,224,0,1,6
T14,224,0,2,1
T16,224,0,3,3
T8B,224,0,4,5
T7B,224,0,5,1
T13,224,0,6,0
T4C,224,0,7,4
T3A,224,0,8,0
T4B,224,0,9,3
T11,224,0,10,6
T6D,224,0,11,1
T34,224,0,12,5
T19,224,0,13,6
T9,224,0,14,1
T21,224,0,15,0
T10,224,1,16,7
T31,224,0,17,3
T7A,224,0,18,0
T27,224,0,19,3
T4A,224,0,20,2
T17,224,0,21,5
T15,224,0,22,0
T5A,224,0,23,3
T6C,224,0,24,0
T11,224,1,25,7
T33,224,0,26,5
T2C,224,0,27,2
T20,224,0,28,5
T9,224,1,29,2
T30,224,0,30,0
T10,224,2,31,0
T8A,224,0,32,4
T26,224,0,33,3
T4F,224,0,34,7
T7C,224,0,35,2
T18,224,0,36,0
T2D,224,0,37,3
T8C,224,0,38,6
T22,224,0,39,3
T11,224,2,40,0
T1D,224,0,41,5
T5F,224,0,42,0
T12,224,0,43,2
T9,224,2,44,3
T23,224,0,45,0
T10,224,3,46,1
T1C,224,0,47,4
T29,224,0,48,0
T3C,224,0,49,2
T1A,224,0,50,2
T5B,224,0,51,4
T4E,224,0,52,6
T24,224,0,53,0
T25,224,0,54,3
T11,224,3,55,1
T4D,224,0,56,5
T6A,224,0,57,6
T28,224,0,58,5
T9,224,3,59,4
T6B,224,0,60,7
T10,224,4,61,2
T7D,224,0,62,3
T3B,224,0,63,1
T2A,224,0,64,0
T32,224,0,65,3
T5D,224,0,66,6
T1B,224,0,67,3
T5C,224,0,68,5
T8D,224,0,69,7
T11,224,4,70,2
T3D,224,0,71,3
T5E,224,0,72,7
T2B,224,0,73,1
T9,224,4,74,5
T10,225,0,1,7
T1C,225,0,2,5
T28,225,0,3,6
T27,225,0,4,4
T8B,225,0,5,6
T31,225,0,6,4
T14,225,0,7,2
T7B,225,0,8,2
T11,225,0,9,7
T3C,225,0,10,3
T2B,225,0,11,2
T23,225,0,12,1
T26,225,0,13,4
T9,225,0,14,2
T2A,225,0,15,1
T10,225,1,16,0
T1B,225,0,17,4
T18,225,0,18,1
T12,225,0,19,3
T8C,225,0,20,7
T4B,225,0,21,4
T6A,225,0,22,7
T24,225,0,23,1
T11,225,1,24,0
T8D,225,0,25,0
T21,225,0,26,1
T15,225,0,27,1
T33,225,0,28,6
T9,225,1,29,3
T4C,225,0,30,5
T10,225,2,31,1
T5B,225,0,32,5
T6B,225,0,33,0
T1D,225,0,34,6
T2C,225,0,35,3
T4D,225,0,36,6
T32,225,0,37,4
T8A,225,0,38,5
T11,225,2,39,1
T5E,225,0,40,0
T20,225,0,41,6
T7D,225,0,42,4
T17,225,0,43,6
T9,225,2,44,4
T5A,225,0,45,4
T10,225,3,46,2
T25,225,0,47,4
T6D,225,0,48,2
T30,225,0,49,1
T13,225,0,50,1
T4F,225,0,51,0
T7C,225,0,52,3
T1A,225,0,53,3
T11,225,3,54,2
T3B,225,0,55,2
T4A,225,0,56,3
T7A,225,0,57,1
T16,225,0,58,4
T9,225,3,59,5
T22,225,0,60,4
T10,225,4,61,3
T3A,225,0,62,1
T5D,225,0,63,7
T6C,225,0,64,1
T4E,225,0,65,7
T5C,225,0,66,6
T29,225,0,67,1
T2D,225,0,68,4
T11,225,4,69,3
T34,225,0,70,6
T19,225,0,71,7
T3D,225,0,72,4
T5F,225,0,73,1
T9,225,4,74,6
T33,226,0,1,7
T5F,226,0,2,2
T3B,226,0,3,3
T14,226,0,4,3
T2A,226,0,5,2
T3A,226,0,6,2
T6D,226,0,7,3
T12,226,0,8,4
T1C,226,0,9,6
T3C,226,0,10,4
T6C,226,0,11,2
T9,226,0,12,3
T10,226,0,13,0
T11,226,0,14,0
T32,226,0,15,5
T13,226,0,16,2
T21,226,0,17,2
T34,226,0,18,7
T6B,226,0,19,1
T5E,226,0,20,1
T7B,226,0,21,3
T5C,226,0,22,7
T29,226,0,23,2
T2D,226,0,24,5
T30,226,0,25,2
T4B,226,0,26,5
T9,226,1,27,4
T10,226,1,28,1
T11,226,1,29,1
T3D,226,0,30,5
T19,226,0,31,0
T23,226,0,32,2
T8A,226,0,33,6
T4D,226,0,34,7
T27,226,0,35,5
T6A,226,0,36,0
T5B,226,0,37,6
T1A,226,0,38,4
T4E,226,0,39,0
T7C,226,0,40,4
T15,226,0,41,2
T9,226,2,42,5
T10,226,2,43,2
T11,226,2,44,2
T5A,226,0,45,5
T2C,226,0,46,4
T1B,226,0,47,5
T25,226,0,48,5
T22,226,0,49,5
T16,226,0,50,5
T18,226,0,51,2
T2B,226,0,52,3
T20,226,0,53,7
T28,226,0,54,7
T1D,226,0,55,7
T26,226,0,56,5
T9,226,3,57,6
T10,226,3,58,3
T11,226,3,59,3
T4C,226,0,60,6
T8B,226,0,61,7
T7D,226,0,62,5
T17,226,0,63,7
T8D,226,0,64,1
T24,226,0,65,2
T4A,226,0,66,4
T7A,226,0,67,2
T5D,226,0,68,0
T4F,226,0,69,1
T31,226,0,70,5
T8C,226,0,71,0
T9,226,4,72,7
T10,226,4,73,4
T11,226,4,74,4
T34,227,0,1,0
T14,227,0,2,4
T11,227,0,3,1
T17,227,0,4,0
T21,227,0,5,3
T8C,227,0,6,1
T3B,227,0,7,4
T6A,227,0,8,1
T7B,227,0,9,4
T5F,227,0,10,3
T1A,227,0,11,5
T26,227,0,12,6
T9,227,0,13,4
T10,227,0,14,1
T4B,227,0,15,6
T3A,227,0,16,3
T7A,227,0,17,3
T11,227,1,18,2
T18,227,0,19,3
T22,227,0,20,6
T28,227,0,21,0
T27,227,0,22,6
T4C,227,0,23,7
T6D,227,0,24,4
T12,227,0,25,5
T32,227,0,26,6
T8D,227,0,27,2
T9,227,1,28,5
T10,227,1,29,2
T24,227,0,30,3
T3C,227,0,31,5
T23,227,0,32,3
T11,227,2,33,3
T19,227,0,34,1
T7D,227,0,35,6
T4D,227,0,36,0
T30,227,0,37,3
T5C,227,0,38,0
T7C,227,0,39,5
T5D,227,0,40,1
T4E,227,0,41,1
T20,227,0,42,0
T9,227,2,43,6
T10,227,2,44,3
T5A,227,0,45,6
T2D,227,0,46,6
T31,227,0,47,6
T11,227,3,48,4
T4F,227,0,49,2
T1D,227,0,50,0
T29,227,0,51,3
T8B,227,0,52,0
T1C,227,0,53,7
T3D,227,0,54,6
T2C,227,0,55,5
T6B,227,0,56,2
T5B,227,0,57,7
T9,227,3,58,7
T10,227,3,59,4
T2B,227,0,60,4
T16,227,0,61,6
T4A,227,0,62,5
T11,227,4,63,5
T13,227,0,64,3
T8A,227,0,65,7
T33,227,0,66,0
T15,227,0,67,3
T1B,227,0,68,6
T2A,227,0,69,3
T5E,227,0,70,2
T25,227,0,71,6
T6C,227,0,72,3
T9,227,4,73,0
T10,227,4,74,5
T31,228,0,1,7
T5A,228,0,2,7
T2B,228,0,3,5
T8B,228,0,4,1
T7C,228,0,5,6
T17,228,0,6,1
T9,228,0,7,5
T10,228,0,8,2
T1C,228,0,9,0
T8D,228,0,10,3
T20,228,0,11,1
T11,228,0,12,2
T23,228,0,13,4
T4D,228,0,14,1
T1D,228,0,15,1
T6D,228,0,16,5
T5E,228,0,17,3
T29,228,0,18,4
T2D,228,0,19,7
T30,228,0,20,4
T13,228,0,21,4
T9,228,1,22,6
T10,228,1,23,3
T26,228,0,24,7
T3A,228,0,25,4
T4E,228,0,26,2
T11,228,1,27,3
T4C,228,0,28,0
T25,228,0,29,7
T19,228,0,30,2
T3C,228,0,31,6
T18,228,0,32,4
T12,228,0,33,6
T27,228,0,34,7
T2C,228,0,35,6
T1B,228,0,36,7
T9,228,2,37,7
T10,228,2,38,4
T28,228,0,39,1
T4A,228,0,40,6
T2A,228,0,41,4
T11,228,2,42,4
T34,228,0,43,1
T6A,228,0,44,2
T22,228,0,45,7
T4B,228,0,46,7
T16,228,0,47,7
T24,228,0,48,4
T8C,228,0,49,2
T32,228,0,50,7
T5C,228,0,51,1
T9,228,3,52,0
T10,228,3,53,5
T7B,228,0,54,5
T6B,228,0,55,3
T15,228,0,56,4
T11,228,3,57,5
T5D,228,0,58,2
T21,228,0,59,4
T7D,228,0,60,7
T33,228,0,61,1
T5F,228,0,62,4
T8A,228,0,63,0
T7A,228,0,64,4
T3B,228,0,65,5
T5B,228,0,66,0
T9,228,4,67,1
T10,228,4,68,6
T4F,228,0,69,3
T14,228,0,70,5
T6C,228,0,71,4
T11,228,4,72,6
T1A,228,0,73,6
T3D,228,0,74,7
T11,230,0,1,4
T6A,230,0,2,4
T9,230,0,3,7
T8C,230,0,4,4
T19,230,0,5,4
T24,230,0,6,6
T6C,230,0,7,6
T5D,230,0,8,4
T18,230,0,9,6
T31,230,0,10,1
T34,230,0,11,3
T4E,230,0,12,4
T3B,230,0,13,7
T10,230,0,14,4
T22,230,0,15,1
T11,230,1,16,5
T8A,230,0,17,2
T9,230,1,18,0
T29,230,0,19,6
T33,230,0,20,3
T4D,230,0,21,3
T3A,230,0,22,6
T17,230,0,23,3
T28,230,0,24,3
T32,230,0,25,1
T3C,230,0,26,0
T21,230,0,27,6
T2C,230,0,28,0
T10,230,1,29,5
T5E,230,0,30,5
T11,230,2,31,6
T1D,230,0,32,3
T9,230,2,33,1
T2D,230,0,34,1
T15,230,0,35,6
T20,230,0,36,3
T6D,230,0,37,7
T25,230,0,38,1
T26,230,0,39,1
T7B,230,0,40,7
T13,230,0,41,6
T5B,230,0,42,2
T4A,230,0,43,0
T10,230,2,44,6
T8D,230,0,45,5
T11,230,3,46,7
T2A,230,0,47,6
T9,230,3,48,2
T7D,230,0,49,1
T4C,230,0,50,2
T7A,230,0,51,6
T27,230,0,52,1
T12,230,0,53,0
T1A,230,0,54,0
T23,230,0,55,6
T5A,230,0,56,1
T8B,230,0,57,3
T5F,230,0,58,6
T10,230,3,59,7
T16,230,0,60,1
T11,230,4,61,0
T4F,230,0,62,5
T9,230,4,63,3
T3D,230,0,64,1
T4B,230,0,65,1
T30,230,0,66,6
T14,230,0,67,7
T5C,230,0,68,3
T1C,230,0,69,2
T7C,230,0,70,0
T6B,230,0,71,5
T1B,230,0,72,1
T2B,230,0,73,7
T10,230,4,74,0
T4B,232,0,1,3
T8C,232,0,2,6
T11,232,0,3,6
T6A,232,0,4,6
T21,232,0,5,0
T9,232,0,6,1
T15,232,0,7,0
T31,232,0,8,3
T4A,232,0,9,2
T30,232,0,10,0
T26,232,0,11,3
T3A,232,0,12,0
T10,232,0,13,6
T2A,232,0,14,0
T3C,232,0,15,2
T16,232,0,16,3
T22,232,0,17,3
T11,232,1,18,7
T24,232,0,19,0
T4E,232,0,20,6
T9,232,1,21,2
T2B,232,0,22,1
T1C,232,0,23,4
T3D,232,0,24,3
T8A,232,0,25,4
T6B,232,0,26,7
T19,232,0,27,6
T10,232,1,28,7
T2D,232,0,29,3
T7A,232,0,30,0
T1B,232,0,31,3
T12,232,0,32,2
T11,232,2,33,0
T8D,232,0,34,7
T1D,232,0,35,5
T9,232,2,36,3
T5E,232,0,37,7
T2C,232,0,38,2
T5D,232,0,39,6
T6D,232,0,40,1
T28,232,0,41,5
T18,232,0,42,0
T10,232,2,43,0
T5C,232,0,44,5
T13,232,0,45,0
T7B,232,0,46,1
T5A,232,0,47,3
T11,232,3,48,1
T29,232,0,49,0
T25,232,0,50,3
T9,232,3,51,4
T4C,232,0,52,4
T8B,232,0,53,5
T17,232,0,54,5
T32,232,0,55,3
T4F,232,0,56,7
T14,232,0,57,1
T10,232,3,58,1
T27,232,0,59,3
T7D,232,0,60,3
T1A,232,0,61,2
T20,232,0,62,5
T11,232,4,63,2
T3B,232,0,64,1
T34,232,0,65,5
T9,232,4,66,5
T23,232,0,67,0
T7C,232,0,68,2
T5F,232,0,69,0
T33,232,0,70,5
T4D,232,0,71,5
T6C,232,0,72,0
T10,232,4,73,2
T5B,232,0,74,4
T3D,233,0,1,4
T8D,233,0,2,0
T5A,233,0,3,4
T8A,233,0,4,5
T15,233,0,5,1
T2B,233,0,6,2
T12,233,0,7,3
T21,233,0,8,1
T3C,233,0,9,3
T10,233,0,10,7
T5D,233,0,11,7
T4D,233,0,12,6
T9,233,0,13,2
T11,233,0,14,7
T14,233,0,15,2
T1D,233,0,16,6
T13,233,0,17,1
T27,233,0,18,4
T4C,233,0,19,5
T18,233,0,20,1
T2C,233,0,21,3
T6D,233,0,22,2
T33,233,0,23,6
T5E,233,0,24,0
T10,233,1,25,0
T22,233,0,26,4
T1C,233,0,27,5
T9,233,1,28,3
T11,233,1,29,0
T2D,233,0,30,4
T8B,233,0,31,6
T16,233,0,32,4
T28,233,0,33,6
T6A,233,0,34,7
T34,233,0,35,6
T4E,233,0,36,7
T19,233,0,37,7
T6C,233,0,38,1
T1B,233,0,39,4
T10,233,2,40,1
T7B,233,0,41,2
T1A,233,0,42,3
T9,233,2,43,4
T11,233,2,44,1
T7C,233,0,45,3
T5C,233,0,46,6
T17,233,0,47,6
T32,233,0,48,4
T30,233,0,49,1
T6B,233,0,50,0
T4F,233,0,51,0
T20,233,0,52,6
T5F,233,0,53,1
T7A,233,0,54,1
T10,233,3,55,2
T2A,233,0,56,1
T4A,233,0,57,3
T9,233,3,58,5
T11,233,3,59,2
T29,233,0,60,1
T7D,233,0,61,4
T23,233,0,62,1
T25,233,0,63,4
T26,233,0,64,4
T24,233,0,65,1
T8C,233,0,66,7
T3A,233,0,67,1
T31,233,0,68,4
T4B,233,0,69,4
T10,233,4,70,3
T3B,233,0,71,2
T5B,233,0,72,5
T9,233,4,73,6
T11,233,4,74,3
T21,234,0,1,2
T28,234,0,2,7
T5E,234,0,3,1
T2C,234,0,4,4
T22,234,0,5,5
T10,234,0,6,0
T32,234,0,7,5
T9,234,0,8,3
T26,234,0,9,5
T11,234,0,10,0
T18,234,0,11,2
T1B,234,0,12,5
T6A,234,0,13,0
T8C,234,0,14,0
T3C,234,0,15,4
T2A,234,0,16,2
T34,234,0,17,7
T4C,234,0,18,6
T2D,234,0,19,5
T19,234,0,20,0
T10,234,1,21,1
T5A,234,0,22,5
T9,234,1,23,4
T14,234,0,24,3
T11,234,1,25,1
T30,234,0,26,2
T5D,234,0,27,0
T20,234,0,28,7
T4A,234,0,29,4
T6B,234,0,30,1
T27,234,0,31,5
T6D,234,0,32,3
T29,234,0,33,2
T1D,234,0,34,7
T3B,234,0,35,3
T10,234,2,36,2
T1A,234,0,37,4
T9,234,2,38,5
T4E,234,0,39,0
T11,234,2,40,2
T25,234,0,41,5
T24,234,0,42,2
T7A,234,0,43,2
T3A,234,0,44,2
T4B,234,0,45,5
T5F,234,0,46,2
T7B,234,0,47,3
T33,234,0,48,7
T7D,234,0,49,5
T16,234,0,50,5
T10,234,3,51,3
T8D,234,0,52,1
T9,234,3,53,6
T17,234,0,54,7
T11,234,3,55,3
T5C,234,0,56,7
T12,234,0,57,4
T2B,234,0,58,3
T4F,234,0,59,1
T31,234,0,60,5
T13,234,0,61,2
T6C,234,0,62,2
T3D,234,0,63,5
T1C,234,0,64,6
T4D,234,0,65,7
T10,234,4,66,4
T15,234,0,67,2
T9,234,4,68,7
T8A,234,0,69,6
T11,234,4,70,4
T7C,234,0,71,4
T23,234,0,72,2
T5B,234,0,73,6
T8B,234,0,74,7
T34,235,0,1,0
T16,235,0,2,6
T9,235,0,3,4
T4E,235,0,4,1
T6C,235,0,5,3
T27,235,0,6,6
T11,235,0,7,1
T29,235,0,8,3
T6B,235,0,9,2
T24,235,0,10,3
T13,235,0,11,3
T1A,235,0,12,5
T18,235,0,13,3
T10,235,0,14,1
T7C,235,0,15,5
T4B,235,0,16,6
T28,235,0,17,0
T9,235,1,18,5
T5E,235,0,19,2
T3C,235,0,20,5
T12,235,0,21,5
T11,235,1,22,2
T14,235,0,23,4
T4F,235,0,24,2
T5A,235,0,25,6
T30,235,0,26,3
T4D,235,0,27,0
T20,235,0,28,0
T10,235,1,29,2
T5C,235,0,30,0
T33,235,0,31,0
T2D,235,0,32,6
T9,235,2,33,6
T5B,235,0,34,7
T25,235,0,35,6
T1B,235,0,36,6
T11,235,2,37,3
T7D,235,0,38,6
T1C,235,0,39,7
T3B,235,0,40,4
T7A,235,0,41,3
T26,235,0,42,6
T6D,235,0,43,4
T10,235,2,44,3
T8D,235,0,45,2
T7B,235,0,46,4
T23,235,0,47,3
T9,235,3,48,7
T6A,235,0,49,1
T1D,235,0,50,0
T15,235,0,51,3
T11,235,3,52,4
T3A,235,0,53,3
T4C,235,0,54,7
T8C,235,0,55,1
T31,235,0,56,6
T2A,235,0,57,3
T4A,235,0,58,5
T10,235,3,59,4
T22,235,0,60,6
T21,235,0,61,3
T8A,235,0,62,7
T9,235,4,63,0
T5F,235,0,64,3
T3D,235,0,65,6
T8B,235,0,66,0
T11,235,4,67,5
T2B,235,0,68,4
T19,235,0,69,1
T2C,235,0,70,5
T5D,235,0,71,1
T17,235,0,72,0
T32,235,0,73,6
T10,235,4,74,5
T7A,236,0,1,4
T12,236,0,2,6
T10,236,0,3,2
T5A,236,0,4,7
T21,236,0,5,4
T1D,236,0,6,1
T5B,236,0,7,0
T6A,236,0,8,2
T28,236,0,9,1
T8D,236,0,10,3
T9,236,0,11,5
T2C,236,0,12,6
T6D,236,0,13,5
T11,236,0,14,2
T4B,236,0,15,7
T8B,236,0,16,1
T1B,236,0,17,7
T10,236,1,18,3
T27,236,0,19,7
T34,236,0,20,1
T17,236,0,21,1
T23,236,0,22,4
T32,236,0,23,7
T15,236,0,24,4
T14,236,0,25,5
T9,236,1,26,6
T20,236,0,27,1
T24,236,0,28,4
T11,236,1,29,3
T18,236,0,30,4
T7D,236,0,31,7
T5F,236,0,32,4
T10,236,2,33,4
T30,236,0,34,4
T4E,236,0,35,2
T33,236,0,36,1
T8C,236,0,37,2
T26,236,0,38,7
T2A,236,0,39,4
T13,236,0,40,4
T9,236,2,41,7
T7C,236,0,42,6
T2B,236,0,43,5
T11,236,2,44,4
T1C,236,0,45,0
T31,236,0,46,7
T3C,236,0,47,6
T10,236,3,48,5
T5C,236,0,49,1
T3B,236,0,50,5
T4C,236,0,51,0
T3D,236,0,52,7
T1A,236,0,53,6
T22,236,0,54,7
T7B,236,0,55,5
T9,236,3,56,0
T3A,236,0,57,4
T6C,236,0,58,4
T11,236,3,59,5
T25,236,0,60,7
T16,236,0,61,7
T6B,236,0,62,3
T10,236,4,63,6
T19,236,0,64,2
T4D,236,0,65,1
T8A,236,0,66,0
T29,236,0,67,4
T5E,236,0,68,3
T2D,236,0,69,7
T5D,236,0,70,2
T9,236,4,71,1
T4A,236,0,72,6
T4F,236,0,73,3
T11,236,4,74,6
T13,237,0,1,5
T7D,237,0,2,0
T11,237,0,3,3
T5B,237,0,4,1
T30,237,0,5,5
T12,237,0,6,7
T10,237,0,7,3
T3C,237,0,8,7
T5F,237,0,9,5
T8B,237,0,10,2
T7C,237,0,11,7
T1C,237,0,12,1
T9,237,0,13,6
T31,237,0,14,0
T8D,237,0,15,4
T34,237,0,16,2
T19,237,0,17,3
T11,237,1,18,4
T16,237,0,19,0
T2A,237,0,20,5
T33,237,0,21,2
T10,237,1,22,4
T6B,237,0,23,4
T4E,237,0,24,3
T7A,237,0,25,5
T23,237,0,26,5
T5A,237,0,27,0
T9,237,1,28,7
T32,237,0,29,0
T27,237,0,30,0
T6D,237,0,31,6
T25,237,0,32,0
T11,237,2,33,5
T29,237,0,34,5
T8C,237,0,35,3
T8A,237,0,36,1
T10,237,2,37,5
T20,237,0,38,2
T2B,237,0,39,6
T3B,237,0,40,6
T1B,237,0,41,0
T7B,237,0,42,6
T9,237,2,43,0
T5C,237,0,44,2
T24,237,0,45,5
T4B,237,0,46,0
T14,237,0,47,6
T11,237,3,48,6
T17,237,0,49,2
T5E,237,0,50,4
T6C,237,0,51,5
T10,237,3,52,6
T5D,237,0,53,3
T28,237,0,54,2
T18,237,0,55,5
T15,237,0,56,5
T3D,237,0,57,0
T9,237,3,58,1
T4D,237,0,59,2
T21,237,0,60,5
T22,237,0,61,0
T6A,237,0,62,3
T11,237,4,63,7
T4F,237,0,64,4
T1D,237,0,65,2
T2D,237,0,66,0
T10,237,4,67,7
T26,237,0,68,0
T2C,237,0,69,7
T4C,237,0,70,1
T3A,237,0,71,5
T4A,237,0,72,7
T9,237,4,73,2
T1A,237,0,74,7
T17,238,0,1,3
T4B,238,0,2,1
T5C,238,0,3,3
T4C,238,0,4,2
T14,238,0,5,7
T20,238,0,6,3
T9,238,0,7,7
T7B,238,0,8,7
T8C,238,0,9,4
T19,238,0,10,4
T32,238,0,11,1
T5F,238,0,12,6
T11,238,0,13,4
T10,238,0,14,4
T6A,238,0,15,4
T1A,238,0,16,0
T3C,238,0,17,0
T2A,238,0,18,6
T8B,238,0,19,3
T1B,238,0,20,1
T6B,238,0,21,5
T9,238,1,22,0
T22,238,0,23,1
T4A,238,0,24,0
T29,238,0,25,6
T5D,238,0,26,4
T7A,238,0,27,6
T11,238,1,28,5
T10,238,1,29,5
T6D,238,0,30,7
T31,238,0,31,1
T3A,238,0,32,6
T7C,238,0,33,0
T27,238,0,34,1
T30,238,0,35,6
T2C,238,0,36,0
T9,238,2,37,1
T16,238,0,38,1
T4D,238,0,39,3
T8D,238,0,40,5
T2B,238,0,41,7
T25,238,0,42,1
T11,238,2,43,6
T10,238,2,44,6
T18,238,0,45,6
T8A,238,0,46,2
T3D,238,0,47,1
