id,trial_id,session_id,goal_choice,reaction_time_ms,trial_name,global_trial_name,repeat_instance_index,symmetry_transform
965,16454,463,red,696.0,L3,L3,0,6
985,16500,464,green,2260.0,L3,L3,0,7
1031,16629,469,green,1830.0,L3,L3,0,4
1383,17497,471,green,1634.0,L3,L3,0,6
1759,18320,472,red,3479.0,L3,L3,0,7
1408,17553,474,red,1197.0,L3,L3,0,1
1375,17473,478,green,3089.0,L3,L3,0,5
1291,17258,480,green,1419.0,L3,L3,0,7
1279,17229,481,red,1917.0,L3,L3,0,0
1676,18153,482,green,1254.0,L3,L3,0,1
1340,17400,483,green,1835.0,L3,L3,0,2
1833,18497,485,green,1609.0,L3,L3,0,4
1738,18291,486,green,1165.0,L3,L3,0,5
1223,17077,488,green,1963.0,L3,L3,0,7
1905,18672,489,green,844.0,L3,L3,0,0
1262,17195,491,green,1297.0,L3,L3,0,2
1919,18720,497,red,2149.0,L3,L3,0,0
2163,19291,501,green,1359.0,L3,L3,0,4
1969,18857,502,green,2025.0,L3,L3,0,5
2044,19014,505,green,863.0,L3,L3,0,0
2147,19263,506,green,4235.0,L3,L3,0,1
2231,19452,508,green,996.0,L3,L3,0,3
2293,19603,510,green,2949.0,L3,L3,0,5
2197,19362,511,green,1328.0,L3,L3,0,6
2500,20119,515,green,1603.0,L3,L3,0,2
2434,19948,516,red,1638.0,L3,L3,0,2
2564,20247,517,green,1603.0,L3,L3,0,6
2558,20237,521,red,3795.0,L3,L3,0,1
2573,20267,522,green,1848.0,L3,L3,0,2
2532,20186,524,red,1338.0,L3,L3,0,4
2909,21075,526,green,1180.0,L3,L3,0,5
2829,20863,531,green,2020.0,L3,L3,0,7
2758,20725,532,green,4149.0,L3,L3,0,0
2833,20873,533,red,1226.0,L3,L3,0,1
2753,20709,534,green,3614.0,L3,L3,0,2
3044,21390,538,green,1456.0,L3,L3,0,6
3187,21738,539,green,955.0,L3,L3,0,7
3106,21550,540,green,2890.0,L3,L3,0,0
3145,21633,541,red,3330.0,L3,L3,0,1
3215,21813,544,green,2270.0,L3,L3,0,2
3345,22111,546,red,2279.0,L3,L3,0,4
3463,22399,548,green,2742.0,L3,L3,0,6
3488,22442,550,green,4623.0,L3,L3,0,0
3618,22758,552,green,1206.0,L3,L3,0,2
3639,22811,554,green,954.0,L3,L3,0,4
